GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALKVE001,ALKVE002,ALKVE003,ALKVE004,ALKVE005,ALKVE006,ALKVE007,ALKVE008,ALKVE009,ALKVE010,ALKVE011,ALKVE012,ALKVE013,ALKVE014,ALKVE015,ALKVE016,ALKVE017,ALKVE018,ALKVE019,ALKVE020,ALKVE021,ALKVE022,ALKVE023,ALKVE024,ALKVE025,ALKVE026,ALKVE027,NAME_M,ALKVM001,ALKVM002,ALKVM003,ALKVM004,ALKVM005,ALKVM006,ALKVM007,ALKVM008,ALKVM009,ALKVM010,ALKVM011,ALKVM012,ALKVM013,ALKVM014,ALKVM015,ALKVM016,ALKVM017,ALKVM018,ALKVM019,ALKVM020,ALKVM021,ALKVM022,ALKVM023,ALKVM024,ALKVM025,ALKVM026,ALKVM027
"G3500250","2019","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,"05000US35025","Lea County, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lea County, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3500310","2019","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,"05000US35031","McKinley County, New Mexico",5633,5184,379,232,532,117,171,467,339,159,385,211,67,286,69,312,119,265,219,755,0,100,0,0,0,0,449,"McKinley County, New Mexico",902,894,270,162,376,142,92,311,255,136,254,182,112,439,107,270,147,273,205,436,210,169,210,210,210,210,254
"G3500350","2019","NM",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,"05000US35035","Otero County, New Mexico",8847,8377,238,333,32,0,681,29,274,297,843,1023,373,625,160,172,148,571,1051,999,415,113,0,0,0,0,470,"Otero County, New Mexico",1263,1255,141,235,51,210,600,51,328,396,448,646,369,495,209,172,164,349,602,462,239,141,210,210,210,210,429
"G3500430","2019","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,"05000US35043","Sandoval County, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sandoval County, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3500450","2019","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,"05000US35045","San Juan County, New Mexico",14193,12055,188,343,287,70,319,287,141,661,261,1503,1452,499,1230,885,666,1110,1046,866,193,48,0,0,0,0,2138,"San Juan County, New Mexico",1895,1849,163,248,246,116,312,336,175,499,213,693,681,349,568,616,423,815,759,446,200,44,210,210,210,210,730
"G3500490","2019","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,"05000US35049","Santa Fe County, New Mexico",17797,16357,91,93,532,426,475,238,82,181,313,939,160,467,450,771,1165,1963,739,2633,1626,1636,740,235,138,264,1440,"Santa Fe County, New Mexico",1966,1874,114,108,317,355,429,127,89,191,298,708,129,369,301,410,606,722,353,687,518,591,325,223,123,313,549
"G3500610","2019","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,"05000US35061","Valencia County, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Valencia County, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3600010","2019","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,"05000US36001","Albany County, New York",53955,52578,137,388,809,340,519,196,1126,1301,545,1064,609,1083,2749,2601,3550,7600,5805,10806,4524,5271,562,612,259,122,1377,"Albany County, New York",2705,2735,168,286,475,229,314,172,541,579,399,657,409,525,986,820,963,1650,1289,1537,1541,1154,298,662,324,197,604
"G3600050","2019","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,"05000US36005","Bronx County, New York",416921,407244,3092,4528,11986,14428,12231,5476,5519,6704,5533,7658,5375,7630,5403,6705,7300,23060,27620,89209,65901,73673,12568,2994,1511,1140,9677,"Bronx County, New York",5751,6354,1145,1238,1934,2190,2370,1550,1505,2138,1460,2200,1701,1628,1539,1526,1684,2374,3249,5896,4184,4698,2479,1008,761,678,2095
"G3600070","2019","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,"05000US36007","Broome County, New York",28509,26924,331,179,583,646,408,776,517,1717,1405,1589,2074,2295,1834,2202,1951,3002,1474,1323,435,662,501,544,476,0,1585,"Broome County, New York",2265,2266,320,181,383,359,232,410,364,924,586,654,880,780,704,772,664,839,671,493,307,497,221,276,302,207,757
"G3600090","2019","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,"05000US36009","Cattaraugus County, New York",8759,7755,0,25,212,291,271,495,300,781,769,576,961,755,736,299,249,766,47,50,172,0,0,0,0,0,1004,"Cattaraugus County, New York",999,894,207,32,91,151,216,239,192,340,305,228,414,309,395,188,134,593,47,57,157,207,207,207,207,207,382
"G3600110","2019","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,"05000US36011","Cayuga County, New York",8456,7824,168,50,15,151,66,244,198,916,253,285,858,576,1076,448,422,733,535,725,91,14,0,0,0,0,632,"Cayuga County, New York",1162,1180,195,83,25,140,109,243,161,590,232,201,549,363,588,303,211,333,349,360,105,24,207,207,207,207,262
"G3600130","2019","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,"05000US36013","Chautauqua County, New York",16895,15328,89,226,18,515,339,338,1159,1568,1596,2769,1290,1291,922,933,1032,267,407,263,123,183,0,0,0,0,1567,"Chautauqua County, New York",1734,1549,86,200,23,335,226,231,503,634,595,1008,627,496,507,519,545,192,477,129,105,226,207,207,207,207,686
"G3600150","2019","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,"05000US36015","Chemung County, New York",9418,8952,0,0,103,142,343,48,340,296,555,1339,728,708,1185,289,315,945,384,833,109,290,0,0,0,0,466,"Chemung County, New York",1302,1301,207,207,129,180,207,86,255,253,370,649,652,552,580,198,183,481,267,445,135,246,207,207,207,207,387
"G3600190","2019","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,"05000US36019","Clinton County, New York",10856,10530,588,0,212,383,157,199,287,106,211,1136,844,530,789,851,1059,1336,869,695,189,89,0,0,0,0,326,"Clinton County, New York",1312,1295,523,207,269,324,175,174,224,189,233,644,496,352,473,500,489,673,516,404,192,117,207,207,207,207,209
"G3600270","2019","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,"05000US36027","Dutchess County, New York",36780,35327,0,62,93,1175,406,223,672,0,46,75,388,1303,453,624,959,3832,2733,8841,4573,6771,1519,258,271,50,1453,"Dutchess County, New York",2736,2709,207,104,145,808,278,160,548,207,79,125,426,786,304,403,570,1239,837,1631,1061,1788,843,238,269,85,670
"G3600290","2019","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,"05000US36029","Erie County, New York",141221,135662,745,861,3194,3117,1857,2559,2860,6096,4681,8612,6399,8678,9498,8403,8828,20965,11818,14586,6011,4408,740,428,177,141,5559,"Erie County, New York",5646,5576,518,619,1012,786,654,916,881,1406,1097,1767,1624,1554,1839,1542,1956,2771,1867,2501,1396,1006,358,304,204,153,1381
"G3600450","2019","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,"05000US36045","Jefferson County, New York",17878,16894,152,263,156,873,269,394,226,793,380,868,530,568,696,511,1150,776,1393,3388,1906,1321,281,0,0,0,984,"Jefferson County, New York",1565,1542,236,193,107,347,190,387,160,480,296,559,385,369,358,329,729,405,692,840,729,545,194,207,207,207,428
"G3600470","2019","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,"05000US36047","Kings County, New York",687076,670497,1202,3077,11136,16934,12537,8948,7915,8064,6583,11342,5891,12642,5903,9417,9387,26169,32407,98183,85174,145065,75178,35826,23243,18274,16579,"Kings County, New York",8289,8664,618,847,1891,2582,2341,2083,1654,1741,1609,1761,1775,2013,1315,1608,1826,2789,3634,5024,5336,5792,4156,2880,2351,1852,2184
"G3600510","2019","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,"05000US36051","Livingston County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Livingston County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3600530","2019","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,"05000US36053","Madison County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3600550","2019","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,"05000US36055","Monroe County, New York",113852,111148,167,328,1100,2522,1633,1045,1694,2382,2950,5548,3136,6511,9007,7129,7224,17332,12800,12432,6285,6930,2058,646,178,111,2704,"Monroe County, New York",3598,3652,201,299,605,715,701,563,667,1078,866,1207,863,1711,1644,1397,1521,1758,2191,1733,1344,1301,735,494,135,187,750
"G3600590","2019","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,"05000US36059","Nassau County, New York",87358,82976,558,382,476,1423,1030,1146,1191,711,456,360,211,1021,674,619,408,1670,1575,10307,9111,22086,11662,7491,4498,3910,4382,"Nassau County, New York",4685,4571,593,371,457,891,752,572,740,407,413,309,246,626,597,488,270,920,707,2284,1803,2830,1931,1638,1235,1066,1013
"G3600610","2019","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,"05000US36061","New York County, New York",588960,577772,2419,4646,8544,13686,12100,7747,7299,7832,3583,10033,5977,10957,6919,9188,10546,27566,23504,51493,37210,77044,72343,62657,55638,48841,11188,"New York County, New York",10709,10884,970,1384,2224,2851,2059,2130,2009,2178,1253,2591,1556,2238,1882,1578,1895,3601,3621,4796,3910,6162,4957,4498,5351,3770,2784
"G3600630","2019","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,"05000US36063","Niagara County, New York",26706,25310,165,373,370,1011,566,1105,2327,1662,1121,2579,1773,2699,2064,1647,853,1863,916,823,219,647,527,0,0,0,1396,"Niagara County, New York",2537,2450,238,370,386,590,327,494,822,681,602,778,648,798,717,677,491,812,491,541,199,539,491,207,207,207,630
"G3600650","2019","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,"05000US36065","Oneida County, New York",28399,27062,563,127,498,808,943,590,955,1472,1298,2573,1882,2661,1301,2316,1197,2523,1313,2750,621,431,0,0,240,0,1337,"Oneida County, New York",2325,2181,486,219,402,404,630,286,546,632,591,811,906,925,466,752,467,879,661,1059,332,279,207,207,261,207,592
"G3600670","2019","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,"05000US36067","Onondaga County, New York",64740,62643,225,378,1061,1457,959,1276,500,977,1895,2661,2685,5064,3824,5431,5411,8765,7078,7166,2969,1734,542,257,93,235,2097,"Onondaga County, New York",3320,3086,283,414,467,515,474,587,277,422,819,814,738,1210,1082,1226,1246,1256,1493,1373,1024,706,352,287,155,143,794
"G3600690","2019","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,"05000US36069","Ontario County, New York",13000,12598,0,141,198,0,379,328,278,760,114,845,488,546,947,925,1094,1080,431,1500,1687,450,0,0,58,349,402,"Ontario County, New York",1479,1482,207,231,242,207,431,286,269,505,79,518,265,276,459,442,402,572,248,599,709,299,207,207,97,476,251
"G3600710","2019","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,"05000US36071","Orange County, New York",44099,42542,0,39,22,1134,158,346,242,47,0,798,266,886,287,2291,1406,3034,3489,11073,5101,9112,1242,823,656,90,1557,"Orange County, New York",2975,3020,207,66,38,537,203,307,210,84,207,473,270,604,246,1007,754,1058,1191,1793,1265,1967,591,447,382,84,721
"G3600750","2019","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,"05000US36075","Oswego County, New York",10927,10197,257,195,379,265,93,162,465,302,813,449,1017,563,1172,938,927,1033,231,468,121,347,0,0,0,0,730,"Oswego County, New York",1266,1236,296,192,226,272,109,203,415,194,346,285,576,266,449,413,423,509,212,337,162,318,207,207,207,207,329
"G3600790","2019","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,"05000US36079","Putnam County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3600810","2019","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,"05000US36081","Queens County, New York",438262,419948,257,1121,3447,4753,3329,2565,2126,2853,2520,4173,2128,3911,3330,6080,3925,16970,13605,57808,59346,136169,59224,19345,7618,3345,18314,"Queens County, New York",8130,7820,216,825,1200,1178,1179,916,780,1599,1163,1187,1015,1163,1287,1461,1004,2930,2356,4869,4133,6435,4137,2315,1371,723,2503
"G3600830","2019","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,"05000US36083","Rensselaer County, New York",25564,24043,565,195,102,281,62,786,628,318,84,683,339,725,1061,860,1957,3602,2557,3789,2069,2671,448,60,201,0,1521,"Rensselaer County, New York",1796,1669,562,226,93,224,59,649,394,282,103,378,225,441,470,510,805,1003,844,1137,657,813,318,98,194,207,678
"G3600850","2019","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,"05000US36085","Richmond County, New York",56995,51917,227,818,3185,2013,663,149,735,1646,352,730,809,503,532,929,339,1091,2826,12342,8060,9487,3489,870,60,62,5078,"Richmond County, New York",3335,3144,300,474,1460,730,386,139,546,980,364,549,877,326,390,514,359,584,1063,2174,1462,2009,1311,525,79,77,1761
"G3600870","2019","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,"05000US36087","Rockland County, New York",32368,31169,47,132,249,309,715,509,63,402,329,836,237,1400,545,442,540,1113,703,5700,3741,7966,2667,1911,605,8,1199,"Rockland County, New York",2290,2317,56,155,250,256,522,421,80,292,299,587,214,795,449,407,380,738,555,1365,1075,1667,950,758,500,13,639
"G3600890","2019","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",11488,10109,0,135,277,472,403,694,219,968,232,699,1177,755,758,909,819,563,150,382,167,263,23,0,44,0,1379,"St. Lawrence County, New York",1205,1127,207,133,250,314,305,498,136,619,170,361,530,446,545,515,565,338,114,292,182,234,28,207,77,207,664
"G3600910","2019","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",24591,23606,396,0,299,43,71,511,0,102,111,762,187,796,304,730,1206,3342,1441,5864,2982,3164,851,137,307,0,985,"Saratoga County, New York",2136,2113,502,207,339,51,117,446,207,139,121,389,139,689,221,359,468,1189,550,1560,935,975,553,162,239,207,463
"G3600930","2019","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",23112,22403,77,63,94,300,157,255,204,285,228,384,1206,1460,1509,1259,2361,3528,3051,2415,1471,1480,252,0,0,364,709,"Schenectady County, New York",1970,1884,125,107,131,273,186,290,235,234,366,227,585,748,869,599,764,1233,1017,885,659,720,260,207,207,278,530
"G3601010","2019","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",10773,9715,71,454,358,341,242,240,308,523,673,1075,726,1084,759,493,566,713,295,229,473,92,0,0,0,0,1058,"Steuben County, New York",1211,1184,113,402,419,157,148,153,238,274,395,343,459,478,413,289,279,311,209,153,337,141,207,207,207,207,353
"G3601030","2019","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",95591,91666,129,454,1440,128,784,895,166,283,1146,438,361,788,687,261,156,2340,1294,11545,11711,30613,15995,6427,2644,981,3925,"Suffolk County, New York",5157,5083,159,359,856,209,534,539,169,278,742,310,320,526,594,198,164,773,694,2389,1942,3513,2435,1805,1137,567,883
"G3601050","2019","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3601090","2019","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",20129,19614,63,0,0,189,99,94,118,226,117,573,356,199,117,946,1125,1372,1709,3945,3445,3501,1127,0,124,169,515,"Tompkins County, New York",1724,1736,112,207,207,193,130,155,116,204,126,382,266,181,117,601,698,627,620,1019,1199,941,783,207,140,166,451
"G3601110","2019","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",22627,21755,0,61,143,190,407,275,264,302,786,489,371,641,644,1156,950,3656,2409,2498,3314,1824,1329,46,0,0,872,"Ulster County, New York",2040,2063,207,107,186,251,257,236,312,231,429,356,374,412,337,750,504,1168,847,809,1045,657,826,77,207,207,421
"G3601130","2019","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3601170","2019","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",8611,7940,253,33,265,217,181,281,219,771,565,193,652,301,331,647,298,1233,481,473,424,94,28,0,0,0,671,"Wayne County, New York",1193,1152,255,55,315,237,146,233,180,452,301,155,466,205,230,392,205,660,403,406,424,138,56,207,207,207,394
"G3601190","2019","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",133995,128853,470,1405,833,3249,2269,1280,511,812,413,986,1240,1242,808,1453,1340,4482,5552,18178,19841,36543,14475,4900,3331,3240,5142,"Westchester County, New York",4873,4888,420,952,418,955,1071,637,473,588,367,479,748,787,614,763,619,1167,1469,2519,2859,4039,2676,1300,917,883,1323
"G3700010","2019","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",20249,19223,47,108,219,724,879,724,400,792,642,2736,967,1593,963,1375,1438,2016,1234,1584,175,303,220,0,84,0,1026,"Alamance County, North Carolina",2027,2067,88,173,304,640,605,528,242,415,427,1022,554,703,428,841,703,1052,808,758,210,358,183,216,101,216,451
"G3700190","2019","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brunswick County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3700210","2019","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",40448,39131,0,106,380,997,244,1415,741,322,528,1509,2162,1886,2050,1186,1110,4162,3167,8025,5925,2682,345,39,30,120,1317,"Buncombe County, North Carolina",2840,2858,216,143,436,582,235,811,600,216,386,823,991,785,914,596,460,1097,1005,1854,1604,930,223,64,51,155,517
"G3700230","2019","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burke County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3700250","2019","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,"05000US37025","Cabarrus County, North Carolina",18049,17107,299,0,95,114,44,315,58,299,164,539,1437,731,2446,947,674,1613,1864,2235,2571,463,91,0,108,0,942,"Cabarrus County, North Carolina",2267,2251,518,216,111,138,81,364,91,279,182,337,967,484,1507,426,395,801,888,953,935,352,87,216,92,216,422
"G3700270","2019","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,"05000US37027","Caldwell County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caldwell County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3700310","2019","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",7931,7178,251,44,57,31,73,23,169,729,206,716,708,484,542,181,402,317,374,1002,575,190,0,0,0,104,753,"Carteret County, North Carolina",1391,1403,256,72,69,63,90,53,162,495,194,586,511,335,271,137,201,214,220,466,356,183,216,216,216,165,410
"G3700350","2019","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",17366,15891,399,323,105,588,410,396,1142,1273,1115,2101,1184,1519,1053,242,1052,1850,158,755,101,77,48,0,0,0,1475,"Catawba County, North Carolina",1827,1754,355,230,93,438,326,445,640,678,531,701,575,775,850,211,596,728,194,541,132,126,82,216,216,216,670
"G3700370","2019","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,"05000US37037","Chatham County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chatham County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3700450","2019","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cleveland County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3700490","2019","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",13138,12499,104,134,118,547,498,291,41,201,199,1430,735,62,271,955,1229,1193,1766,1604,387,734,0,0,0,0,639,"Craven County, North Carolina",1798,1769,157,229,158,487,737,277,48,224,176,845,642,81,209,535,690,607,870,701,336,618,216,216,216,216,519
"G3700510","2019","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",64044,61697,724,765,118,372,479,977,1383,1924,2326,5027,3402,4985,5570,4309,4095,7181,3985,10043,2203,1538,209,82,0,0,2347,"Cumberland County, North Carolina",2618,2642,345,322,141,215,285,457,609,681,764,1086,742,922,1143,1072,877,1228,787,1316,626,626,199,66,216,216,662
"G3700570","2019","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",20461,18714,762,317,0,1017,255,1304,982,1621,1367,1863,1249,2769,1779,1163,676,621,84,520,92,53,220,0,0,0,1747,"Davidson County, North Carolina",2281,2256,681,499,216,631,218,667,674,883,596,704,751,1162,749,716,671,390,133,424,156,94,275,216,216,216,861
"G3700630","2019","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",59337,57785,369,646,1042,800,851,903,295,379,582,1013,1242,2237,1374,2345,3137,5343,8342,13803,6599,4418,838,726,201,300,1552,"Durham County, North Carolina",4015,3681,507,749,904,645,621,755,306,287,476,506,595,974,569,994,972,1402,1880,2548,1724,1444,432,711,243,469,791
"G3700670","2019","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",57100,54741,291,534,596,1059,938,884,1255,2933,2517,4711,3381,5946,4323,3317,3396,6001,4821,3843,2293,1388,194,45,75,0,2359,"Forsyth County, North Carolina",3300,3313,254,377,347,620,657,603,718,1113,769,1416,1109,1757,1276,886,986,1382,1575,968,942,585,196,76,122,216,754
"G3700690","2019","NC",,,"North Carolina","37","Franklin County","069",,,,,,,,,,,,,,,,,,"05000US37069","Franklin County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3700710","2019","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",30396,28773,267,250,624,367,457,884,687,1325,2100,2604,2366,3893,1234,1575,1149,2979,2700,2244,996,0,72,0,0,0,1623,"Gaston County, North Carolina",2314,2255,346,270,442,245,337,453,428,579,945,923,754,1017,550,718,467,798,1011,785,499,216,118,216,216,216,656
"G3700810","2019","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",87314,84470,1114,963,479,1084,1341,1547,1965,2822,3337,5782,3054,6126,4612,7626,7953,11898,6791,8902,3259,2282,643,598,0,292,2844,"Guilford County, North Carolina",4706,4842,782,607,352,651,801,915,953,1008,1265,1588,1017,1627,1152,2063,1847,2395,1726,2056,832,701,581,493,216,176,1031
"G3700850","2019","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",16358,15549,165,55,404,428,130,341,142,1377,345,1687,1174,1044,1785,651,322,763,586,1965,1431,738,16,0,0,0,809,"Harnett County, North Carolina",1918,1775,162,54,273,384,91,311,94,724,329,686,483,439,664,450,209,478,360,716,539,414,28,216,216,216,550
"G3700890","2019","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",13868,12407,912,70,0,436,50,34,0,616,331,826,1281,1379,673,517,434,1133,547,1229,528,1068,108,235,0,0,1461,"Henderson County, North Carolina",1834,1952,853,126,216,351,86,71,216,537,312,732,777,731,509,472,434,662,373,785,502,464,130,356,216,216,916
"G3700970","2019","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",17658,15198,239,67,39,56,162,226,353,610,812,1056,722,1352,648,650,447,1716,795,2018,1512,896,534,288,0,0,2460,"Iredell County, North Carolina",1847,1771,332,113,64,81,242,251,244,304,420,439,471,635,453,429,311,916,411,604,606,582,599,265,216,216,769
"G3701010","2019","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",19525,18283,152,76,773,1180,124,685,721,2236,685,1770,1507,1560,1656,359,1126,796,430,1104,1145,198,0,0,0,0,1242,"Johnston County, North Carolina",2415,2352,221,154,795,656,123,557,480,1195,627,772,685,790,904,354,883,477,301,729,724,214,216,216,216,216,604
"G3701090","2019","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3701190","2019","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",187693,183572,890,696,571,962,1426,1256,869,1766,1728,2826,3387,3668,6536,6207,8326,18971,22696,43816,30335,19477,3716,1637,874,936,4121,"Mecklenburg County, North Carolina",5150,5097,757,543,453,504,917,680,550,821,777,1082,963,1181,1313,1517,1689,2373,3525,3913,2717,2614,1024,871,477,470,1186
"G3701250","2019","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",10584,9659,53,575,361,322,0,307,231,137,77,117,876,360,294,260,691,813,1307,571,988,748,94,0,63,414,925,"Moore County, North Carolina",1571,1528,90,554,281,435,216,237,253,121,136,196,699,295,381,313,460,461,612,379,711,458,108,216,112,286,487
"G3701270","2019","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",13536,11784,314,557,48,306,182,729,103,1172,770,1539,1723,1167,386,483,660,642,545,246,181,31,0,0,0,0,1752,"Nash County, North Carolina",1892,1698,339,520,51,298,197,596,124,635,613,801,1006,818,288,454,648,509,588,253,279,51,216,216,216,216,821
