GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,RNGE001,RNGE002,RNGE003,RNGE004,RNGE005,RNGE006,RNGE007,RNGE008,RNGE009,RNGE010,RNGE011,RNGE012,RNGE013,RNGE014,RNGE015,RNGE016,RNGE017,NAME_M,RNGM001,RNGM002,RNGM003,RNGM004,RNGM005,RNGM006,RNGM007,RNGM008,RNGM009,RNGM010,RNGM011,RNGM012,RNGM013,RNGM014,RNGM015,RNGM016,RNGM017
"G3700030","2005-2009","NC",,,"North Carolina","37","Alexander County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37003","Alexander County, North Carolina",13139,1061,1099,957,1004,813,714,736,694,701,1153,1693,1288,465,268,227,266,"Alexander County, North Carolina",368,238,246,214,227,181,158,179,197,194,192,278,230,133,116,88,127
"G3700050","2005-2009","NC",,,"North Carolina","37","Alleghany County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37005","Alleghany County, North Carolina",4793,627,507,338,375,340,420,264,293,265,403,217,323,202,80,79,60,"Alleghany County, North Carolina",936,187,155,120,176,116,166,140,103,98,157,108,126,149,41,53,51
"G3700070","2005-2009","NC",,,"North Carolina","37","Anson County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37007","Anson County, North Carolina",8892,973,927,629,683,571,897,615,696,424,662,567,799,184,57,53,155,"Anson County, North Carolina",438,271,240,166,177,180,221,183,193,148,197,194,205,90,59,35,104
"G3700090","2005-2009","NC",,,"North Carolina","37","Ashe County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37009","Ashe County, North Carolina",11339,1307,859,970,976,777,738,599,441,588,1156,992,986,415,204,196,135,"Ashe County, North Carolina",461,200,178,228,267,195,188,170,115,139,253,214,147,120,89,88,66
"G3700110","2005-2009","NC",,,"North Carolina","37","Avery County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37011","Avery County, North Carolina",7067,617,507,519,866,592,463,357,308,371,436,599,720,232,76,181,223,"Avery County, North Carolina",385,182,136,155,241,164,150,135,126,159,124,165,170,80,55,96,90
"G3700130","2005-2009","NC",,,"North Carolina","37","Beaufort County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37013","Beaufort County, North Carolina",19248,1978,1687,1520,1135,1209,1180,947,1064,794,1820,1751,2015,1115,353,331,349,"Beaufort County, North Carolina",501,303,283,224,278,168,244,199,214,203,265,213,276,202,89,100,108
"G3700150","2005-2009","NC",,,"North Carolina","37","Bertie County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37015","Bertie County, North Carolina",7766,1195,896,698,706,602,363,332,498,457,566,391,631,158,128,110,35,"Bertie County, North Carolina",279,246,199,157,173,176,124,114,160,144,133,104,153,85,74,82,30
"G3700170","2005-2009","NC",,,"North Carolina","37","Bladen County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37017","Bladen County, North Carolina",12769,2230,1355,1010,874,800,716,644,547,609,1081,1007,1093,483,92,86,142,"Bladen County, North Carolina",477,360,307,201,228,199,189,189,162,167,225,181,230,161,45,57,94
"G3700190","2005-2009","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",44295,3238,2782,2668,2635,2793,3014,3063,2306,2435,3943,4465,4787,2480,1409,1091,1186,"Brunswick County, North Carolina",914,473,347,473,362,422,417,417,316,356,460,401,450,334,250,248,260
"G3700210","2005-2009","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",96465,6919,6722,6187,6834,5663,6601,5444,5138,4762,8616,10006,10248,5585,2743,2314,2683,"Buncombe County, North Carolina",1150,557,555,618,518,562,542,514,481,445,655,635,802,483,313,323,291
"G3700230","2005-2009","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",33964,3696,2955,2660,2775,2284,2186,1733,1949,1901,3212,3179,3127,1024,468,464,351,"Burke County, North Carolina",598,454,387,384,371,334,315,245,278,268,380,303,348,166,133,152,111
"G3700250","2005-2009","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37025","Cabarrus County, North Carolina",61504,3133,3687,2976,3366,3127,3312,3101,3255,2631,5138,7820,8107,5082,2282,2363,2124,"Cabarrus County, North Carolina",670,417,383,400,436,419,380,414,446,381,469,624,612,505,273,311,274
"G3700270","2005-2009","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37027","Caldwell County, North Carolina",30876,3048,2665,2392,2069,2456,1968,1631,1587,1522,2830,3104,2875,1497,520,398,314,"Caldwell County, North Carolina",642,345,349,327,326,325,347,271,270,234,373,379,304,280,137,136,92
"G3700290","2005-2009","NC",,,"North Carolina","37","Camden County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37029","Camden County, North Carolina",3484,160,141,166,127,344,177,55,213,112,323,380,556,439,187,71,33,"Camden County, North Carolina",175,85,84,96,87,137,98,40,110,77,112,175,170,172,124,55,37
"G3700310","2005-2009","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",27409,1961,1551,1596,1830,1406,1373,1838,1501,1458,2561,2994,3303,1585,963,948,541,"Carteret County, North Carolina",604,287,293,322,323,218,236,275,273,255,345,355,378,279,224,203,141
"G3700330","2005-2009","NC",,,"North Carolina","37","Caswell County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37033","Caswell County, North Carolina",8670,958,811,564,796,588,389,611,606,551,783,751,785,303,72,12,90,"Caswell County, North Carolina",317,174,166,136,170,138,125,145,151,149,166,148,162,109,43,18,63
"G3700350","2005-2009","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",59297,4291,3987,3598,4241,4036,3644,3668,3307,2984,5243,6154,6514,3126,1705,1499,1300,"Catawba County, North Carolina",716,493,426,438,378,519,404,419,393,356,507,517,466,386,279,212,222
"G3700370","2005-2009","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37037","Chatham County, North Carolina",23105,1336,1348,1092,1462,1285,1031,804,1186,871,2077,2593,3169,1679,1150,1125,897,"Chatham County, North Carolina",393,263,308,292,289,279,234,185,230,187,359,352,348,284,204,215,186
"G3700390","2005-2009","NC",,,"North Carolina","37","Cherokee County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37039","Cherokee County, North Carolina",11015,1302,845,817,817,882,498,827,682,385,1293,877,872,361,235,229,93,"Cherokee County, North Carolina",460,271,197,249,211,216,135,208,161,144,277,203,220,140,127,113,53
"G3700410","2005-2009","NC",,,"North Carolina","37","Chowan County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37041","Chowan County, North Carolina",5661,673,522,379,401,368,268,484,281,304,570,418,464,279,104,43,103,"Chowan County, North Carolina",307,202,161,114,161,129,101,171,115,107,158,137,167,92,70,40,61
"G3700430","2005-2009","NC",,,"North Carolina","37","Clay County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37043","Clay County, North Carolina",4590,572,230,411,454,240,379,398,263,72,307,439,301,225,141,123,35,"Clay County, North Carolina",264,193,96,137,145,117,140,155,107,52,123,162,130,117,84,102,43
"G3700450","2005-2009","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",37851,3957,3390,2955,2324,2602,2575,1848,2076,1691,3744,3630,3773,1463,795,619,409,"Cleveland County, North Carolina",710,411,434,391,288,410,331,251,310,246,422,369,394,234,168,142,110
"G3700470","2005-2009","NC",,,"North Carolina","37","Columbus County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37047","Columbus County, North Carolina",21000,3274,1777,1967,1472,1170,1410,937,1030,773,1902,1796,1898,637,355,253,349,"Columbus County, North Carolina",444,352,230,282,245,217,222,190,197,178,319,282,251,152,103,99,132
"G3700490","2005-2009","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",39768,3758,2191,2347,2683,2425,2855,1717,2202,1801,3251,4057,5466,2442,1024,845,704,"Craven County, North Carolina",770,418,330,341,407,383,407,286,350,315,398,449,575,295,210,174,162
"G3700510","2005-2009","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",115669,11516,6792,7026,7122,8045,7130,6542,6804,5135,9876,12368,12421,6895,3453,2541,2003,"Cumberland County, North Carolina",1558,839,655,611,680,691,680,694,550,491,689,796,776,555,411,307,360
"G3700530","2005-2009","NC",,,"North Carolina","37","Currituck County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37053","Currituck County, North Carolina",9303,404,439,540,351,624,594,505,326,283,941,1139,1528,754,433,184,258,"Currituck County, North Carolina",250,142,169,195,113,203,188,156,142,128,202,233,263,163,131,67,106
"G3700550","2005-2009","NC",,,"North Carolina","37","Dare County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37055","Dare County, North Carolina",15683,776,572,822,938,880,803,1020,1045,577,1496,2050,1821,1143,599,571,570,"Dare County, North Carolina",565,193,164,207,253,219,234,252,228,164,265,328,284,233,136,160,184
"G3700570","2005-2009","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",62113,4985,4449,3747,4253,4037,3977,3144,3079,3299,5745,7375,7178,3230,1580,1181,854,"Davidson County, North Carolina",740,547,520,466,490,525,439,408,386,391,467,536,512,342,280,228,159
"G3700590","2005-2009","NC",,,"North Carolina","37","Davie County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37059","Davie County, North Carolina",15304,847,624,763,808,837,986,860,898,878,1089,1640,2123,1146,638,577,590,"Davie County, North Carolina",328,186,169,209,161,191,226,185,236,184,207,219,282,183,151,134,119
"G3700610","2005-2009","NC",,,"North Carolina","37","Duplin County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37061","Duplin County, North Carolina",17779,2109,1919,1557,1249,1204,1155,1281,913,795,1450,1248,1497,743,343,121,195,"Duplin County, North Carolina",448,298,317,266,246,274,204,265,204,196,239,192,249,176,116,64,107
"G3700630","2005-2009","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",103268,8370,5288,5126,5668,5374,6199,5552,5276,4849,9329,10068,11804,8047,4608,4026,3684,"Durham County, North Carolina",1645,630,514,445,567,630,565,532,581,492,791,717,892,540,430,329,390
"G3700650","2005-2009","NC",,,"North Carolina","37","Edgecombe County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37065","Edgecombe County, North Carolina",21921,3598,2121,1814,1735,1429,1459,1047,1156,931,1803,1796,1631,762,326,233,80,"Edgecombe County, North Carolina",619,437,308,302,352,323,316,242,236,174,340,266,232,210,113,112,50
"G3700670","2005-2009","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",136250,10605,8093,7849,7888,8542,7811,7307,6859,6283,11744,14199,15537,9251,5084,4549,4649,"Forsyth County, North Carolina",1167,626,593,598,677,635,602,571,617,507,763,749,740,586,479,410,376
"G3700690","2005-2009","NC",,,"North Carolina","37","Franklin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37069","Franklin County, North Carolina",21033,1737,1518,1177,1242,1447,1478,1100,1226,908,2030,2121,2749,1029,602,497,172,"Franklin County, North Carolina",551,336,297,255,202,253,294,230,245,204,334,291,400,218,151,161,76
"G3700710","2005-2009","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",77212,6624,5571,5045,4490,5767,4942,4508,3944,3478,6926,7770,8389,4487,1948,1717,1606,"Gaston County, North Carolina",813,531,566,540,445,592,492,511,452,400,582,553,511,411,288,243,278
"G3700730","2005-2009","NC",,,"North Carolina","37","Gates County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37073","Gates County, North Carolina",4001,347,315,331,246,136,198,180,173,176,406,409,525,282,180,38,59,"Gates County, North Carolina",223,106,119,119,83,67,80,94,88,84,115,131,162,103,84,41,43
"G3700750","2005-2009","NC",,,"North Carolina","37","Graham County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37075","Graham County, North Carolina",3709,570,287,321,445,491,292,236,218,29,170,218,273,55,24,34,46,"Graham County, North Carolina",258,154,117,97,177,221,142,112,74,31,87,103,104,52,26,28,49
"G3700770","2005-2009","NC",,,"North Carolina","37","Granville County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37077","Granville County, North Carolina",19406,1738,1080,1044,1270,1086,1112,909,996,830,1943,2682,2438,1272,410,369,227,"Granville County, North Carolina",365,322,243,230,274,240,240,208,279,215,324,332,362,217,145,121,89
"G3700790","2005-2009","NC",,,"North Carolina","37","Greene County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37079","Greene County, North Carolina",6603,692,549,467,540,489,303,355,375,257,630,645,666,270,190,82,93,"Greene County, North Carolina",256,184,176,174,186,148,148,125,134,113,163,209,208,115,115,59,85
"G3700810","2005-2009","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",186377,15599,11300,10448,11638,11452,10824,9967,10217,7965,15312,18769,20782,12308,6629,6828,6339,"Guilford County, North Carolina",1886,875,779,701,756,861,719,686,579,555,804,805,906,631,533,574,441
"G3700830","2005-2009","NC",,,"North Carolina","37","Halifax County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37083","Halifax County, North Carolina",21595,3311,1983,2335,1860,1418,1147,990,1266,669,1545,1723,1593,947,287,292,229,"Halifax County, North Carolina",479,348,310,304,297,223,202,229,230,137,244,320,247,182,103,108,74
"G3700850","2005-2009","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",39356,4037,2694,2374,2343,2634,2243,2320,2030,1883,4042,4191,4582,2170,863,627,323,"Harnett County, North Carolina",913,404,345,318,292,348,342,310,269,275,395,413,353,237,166,175,97
"G3700870","2005-2009","NC",,,"North Carolina","37","Haywood County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37087","Haywood County, North Carolina",24875,1971,2260,1520,1827,1643,1689,1612,1360,970,2023,2544,2656,1359,501,520,420,"Haywood County, North Carolina",632,297,344,278,295,303,313,322,218,222,303,337,375,233,142,149,160
"G3700890","2005-2009","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",42322,2663,2596,2940,2595,2913,2473,2534,2496,1646,4009,4489,5634,2311,1137,943,943,"Henderson County, North Carolina",767,352,345,374,399,364,386,363,323,319,477,430,597,347,224,206,196
"G3700910","2005-2009","NC",,,"North Carolina","37","Hertford County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37091","Hertford County, North Carolina",8572,1379,747,836,596,597,711,484,325,344,679,604,793,334,56,40,47,"Hertford County, North Carolina",319,213,143,152,122,144,188,129,98,105,149,143,179,85,28,21,25
"G3700930","2005-2009","NC",,,"North Carolina","37","Hoke County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37093","Hoke County, North Carolina",13493,1214,1058,978,1001,583,886,867,694,770,1236,1329,1536,763,343,202,33,"Hoke County, North Carolina",552,270,266,216,211,133,261,197,200,201,277,269,294,181,115,108,32
"G3700950","2005-2009","NC",,,"North Carolina","37","Hyde County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37095","Hyde County, North Carolina",1806,219,104,20,49,157,192,146,103,142,180,170,219,70,20,0,15,"Hyde County, North Carolina",807,111,107,24,46,130,158,141,84,259,114,98,96,63,40,127,24
"G3700970","2005-2009","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",57650,4263,3523,3304,3427,2825,3670,2878,3129,2773,5277,5987,7236,3911,1798,1837,1812,"Iredell County, North Carolina",807,453,358,422,420,404,425,371,368,385,572,478,553,391,263,295,285
"G3700990","2005-2009","NC",,,"North Carolina","37","Jackson County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37099","Jackson County, North Carolina",15324,2151,1281,833,920,930,877,927,761,829,1357,1545,1369,682,390,266,206,"Jackson County, North Carolina",669,450,256,238,206,232,208,296,239,211,259,300,268,152,132,102,101
"G3701010","2005-2009","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",56255,3688,3394,3410,3083,2543,3355,3248,2649,2813,5619,6229,7811,4016,2124,1243,1030,"Johnston County, North Carolina",658,450,379,440,430,391,441,426,363,453,557,513,600,412,332,238,199
"G3701030","2005-2009","NC",,,"North Carolina","37","Jones County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37103","Jones County, North Carolina",4019,428,347,289,381,360,262,252,189,157,428,283,365,82,111,29,56,"Jones County, North Carolina",176,114,106,103,114,110,87,78,83,62,125,100,109,49,78,27,47
"G3701050","2005-2009","NC",,,"North Carolina","37","Lee County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37105","Lee County, North Carolina",20881,1928,1318,1607,1193,1375,862,1341,1184,1020,1708,2027,2501,1456,682,487,192,"Lee County, North Carolina",424,307,234,317,236,268,157,222,236,240,302,266,335,270,179,131,70
"G3701070","2005-2009","NC",,,"North Carolina","37","Lenoir County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37107","Lenoir County, North Carolina",24697,3467,2380,1954,1888,1576,2101,1298,1360,916,1753,2222,2087,671,474,331,219,"Lenoir County, North Carolina",513,380,360,319,274,256,368,264,277,218,275,238,276,161,139,105,77
"G3701090","2005-2009","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",27873,1727,1869,2211,1621,1421,1641,1037,1598,1441,2723,3218,3298,1750,876,896,546,"Lincoln County, North Carolina",596,262,315,300,304,293,255,195,265,260,346,334,319,266,186,162,133
"G3701110","2005-2009","NC",,,"North Carolina","37","McDowell County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37111","McDowell County, North Carolina",16949,1424,1704,1129,1491,1173,1128,961,953,782,1834,1774,1528,585,155,131,197,"McDowell County, North Carolina",418,306,303,230,238,260,201,208,202,242,338,320,240,156,68,74,112
"G3701130","2005-2009","NC",,,"North Carolina","37","Macon County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37113","Macon County, North Carolina",14747,1230,1317,737,1137,1109,1190,951,776,962,1267,1172,1491,483,328,187,410,"Macon County, North Carolina",629,231,284,169,225,251,272,236,166,235,241,216,296,125,108,69,110
"G3701150","2005-2009","NC",,,"North Carolina","37","Madison County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37115","Madison County, North Carolina",8144,863,588,746,842,344,476,429,289,445,848,713,990,340,49,105,77,"Madison County, North Carolina",689,208,161,174,266,113,157,171,105,201,218,183,236,133,31,65,71
"G3701170","2005-2009","NC",,,"North Carolina","37","Martin County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37117","Martin County, North Carolina",9753,1411,1044,849,761,652,401,612,588,348,723,1030,779,235,91,109,120,"Martin County, North Carolina",254,215,202,152,145,158,116,147,153,128,153,218,150,73,54,50,78
"G3701190","2005-2009","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",352540,20533,14135,15661,18199,18826,18818,16827,18792,16295,30634,37766,42458,29355,17501,16663,20077,"Mecklenburg County, North Carolina",1804,1212,813,897,1030,1080,1170,985,1097,1042,1295,1432,1295,1216,898,750,926
"G3701210","2005-2009","NC",,,"North Carolina","37","Mitchell County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37121","Mitchell County, North Carolina",6585,837,615,582,563,427,407,577,233,370,534,431,516,273,64,114,42,"Mitchell County, North Carolina",291,187,167,169,188,131,136,143,95,156,133,134,131,98,63,69,49
"G3701230","2005-2009","NC",,,"North Carolina","37","Montgomery County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37123","Montgomery County, North Carolina",9630,1183,1082,882,781,517,601,543,616,398,812,687,672,389,271,74,122,"Montgomery County, North Carolina",395,197,219,199,220,128,192,157,181,128,166,161,147,144,98,43,68
"G3701250","2005-2009","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",32100,2347,1894,1897,1785,1947,2137,1889,1659,1408,2983,3482,4095,1971,1100,731,775,"Moore County, North Carolina",814,324,341,294,271,326,341,260,306,235,369,366,385,256,210,173,162
"G3701270","2005-2009","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",36602,3985,2384,2063,2018,2053,2117,2448,2134,1798,3141,3498,3836,2194,1127,875,931,"Nash County, North Carolina",622,423,328,330,314,324,364,344,291,312,425,413,403,292,242,225,207
"G3701290","2005-2009","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",82156,7531,5063,4340,4869,4694,4151,4668,3951,3758,7036,8504,8666,5676,3099,2797,3353,"New Hanover County, North Carolina",1035,681,552,454,569,496,464,538,411,417,583,590,617,384,389,347,315
"G3701310","2005-2009","NC",,,"North Carolina","37","Northampton County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37131","Northampton County, North Carolina",7959,1447,885,732,425,572,520,424,377,439,517,660,586,135,103,51,86,"Northampton County, North Carolina",333,237,186,154,138,167,130,126,123,170,147,212,155,61,66,36,73
"G3701330","2005-2009","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",55769,4196,3096,3794,3636,4521,3620,3722,3854,3069,4965,5398,5877,2957,1471,948,645,"Onslow County, North Carolina",1395,393,488,542,489,550,540,478,512,421,583,461,545,290,224,198,151
"G3701350","2005-2009","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",50010,5790,2866,2581,2480,2336,2882,2120,1906,2124,2836,3892,5087,3426,2679,3050,3955,"Orange County, North Carolina",735,612,461,401,364,344,440,269,319,344,261,358,469,328,334,296,309
"G3701370","2005-2009","NC",,,"North Carolina","37","Pamlico County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37137","Pamlico County, North Carolina",5405,468,377,388,447,466,373,323,267,133,609,491,606,235,83,67,72,"Pamlico County, North Carolina",310,140,123,126,132,152,122,128,80,51,184,127,140,85,48,38,47
"G3701390","2005-2009","NC",,,"North Carolina","37","Pasquotank County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37139","Pasquotank County, North Carolina",14341,1257,974,1012,891,558,968,818,781,687,1248,1708,1677,894,389,228,251,"Pasquotank County, North Carolina",320,245,231,245,203,173,223,218,230,199,248,304,260,183,114,93,90
"G3701410","2005-2009","NC",,,"North Carolina","37","Pender County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37141","Pender County, North Carolina",19729,2037,1063,1276,1180,986,1292,1174,1327,1130,1779,2025,2020,1120,515,475,330,"Pender County, North Carolina",517,323,223,278,277,249,274,253,287,284,307,324,307,178,136,129,114
"G3701430","2005-2009","NC",,,"North Carolina","37","Perquimans County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37143","Perquimans County, North Carolina",5113,629,557,321,219,339,336,211,331,360,322,526,344,229,132,165,92,"Perquimans County, North Carolina",317,180,173,136,99,149,135,106,136,133,109,161,128,89,71,92,64
"G3701450","2005-2009","NC",,,"North Carolina","37","Person County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37145","Person County, North Carolina",14910,1613,1082,939,730,881,844,696,768,712,1237,1634,2052,879,374,311,158,"Person County, North Carolina",400,340,297,194,197,224,207,175,167,178,264,254,277,200,138,134,84
"G3701470","2005-2009","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",63161,9240,5729,4717,3775,3621,3284,3303,3264,2732,4753,5097,5450,3608,1561,1634,1393,"Pitt County, North Carolina",906,767,681,544,476,451,459,434,417,413,533,500,421,393,252,247,200
"G3701490","2005-2009","NC",,,"North Carolina","37","Polk County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37149","Polk County, North Carolina",8252,612,515,779,637,503,639,567,447,381,655,876,667,444,186,251,93,"Polk County, North Carolina",349,192,164,249,212,170,193,185,159,153,218,195,186,185,95,116,63
"G3701510","2005-2009","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",54238,4999,3894,4068,3640,3965,3582,3215,2751,2744,4676,5539,6041,2379,1217,792,736,"Randolph County, North Carolina",730,530,389,402,456,366,371,407,388,353,423,443,444,271,227,190,199
"G3701530","2005-2009","NC",,,"North Carolina","37","Richmond County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37153","Richmond County, North Carolina",18260,3125,1661,1399,1741,1409,1185,758,830,761,1318,1348,1493,629,205,215,183,"Richmond County, North Carolina",503,416,217,317,303,230,223,193,179,181,204,256,217,145,78,137,102
"G3701550","2005-2009","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",43530,7046,4965,4158,3484,3110,2699,2085,2045,2077,2866,3333,2745,1479,592,483,363,"Robeson County, North Carolina",678,555,541,396,461,433,373,300,351,330,369,364,362,289,149,151,123
"G3701570","2005-2009","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",37565,3265,3056,2471,2618,3071,2721,2354,2127,1841,3330,3477,3992,1732,729,441,340,"Rockingham County, North Carolina",519,370,357,320,352,374,349,288,285,280,363,344,356,256,171,118,112
"G3701590","2005-2009","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",52989,4170,4073,3377,2880,3119,3202,3056,2435,3227,4872,5834,6423,2983,1443,970,925,"Rowan County, North Carolina",671,445,432,379,402,394,431,411,380,430,458,502,481,389,262,224,165
