GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AAACE001,AAACE002,AAACE003,AAACE004,AAACE005,AAACE006,AAACE007,AAACE008,AAACE009,AAACE010,AAACE011,AAACE012,AAACE013,AAACE014,AAACE015,AAACE016,AAACE017,AAACE018,AAACE019,AAACE020,AAACE021,AAACE022,AAACE023,AAACE024,AAACE025,AAACE026,AAACE027,AAACE028,AAACE029,AAACE030,AAACE031,AAACE032,AAACE033,AAACE034,AAACE035,AAACE036,AAACE037,AAACE038,AAACE039,AAACE040,AAACE041,AAACE042,AAACE043,AAACE044,AAACE045,AAACE046,AAACE047,AAACE048,AAACE049,NAME_M,AAACM001,AAACM002,AAACM003,AAACM004,AAACM005,AAACM006,AAACM007,AAACM008,AAACM009,AAACM010,AAACM011,AAACM012,AAACM013,AAACM014,AAACM015,AAACM016,AAACM017,AAACM018,AAACM019,AAACM020,AAACM021,AAACM022,AAACM023,AAACM024,AAACM025,AAACM026,AAACM027,AAACM028,AAACM029,AAACM030,AAACM031,AAACM032,AAACM033,AAACM034,AAACM035,AAACM036,AAACM037,AAACM038,AAACM039,AAACM040,AAACM041,AAACM042,AAACM043,AAACM044,AAACM045,AAACM046,AAACM047,AAACM048,AAACM049
"G22040735","2014","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"16000US2240735","Lafayette city, Louisiana",126068,60114,2267,4182,3190,2422,1384,2366,1288,3164,6148,4203,4289,2156,3517,4492,4087,1534,2762,1285,1338,1993,1190,370,487,65954,3650,4504,4164,2300,2457,1674,957,3554,4950,4808,3207,3645,4725,5255,4060,2143,2101,1344,819,2272,1714,580,1071,"Lafayette city, Louisiana",32,2017,676,1220,987,633,635,1517,800,1152,1052,1001,1264,778,849,838,891,616,726,650,529,691,455,255,288,2021,961,1279,1233,856,856,826,520,1094,1036,1079,830,950,658,984,874,685,499,588,374,741,567,260,389
"G22041155","2014","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"16000US2241155","Lake Charles city, Louisiana",74875,34435,2930,2300,2109,867,465,124,1098,1751,3144,2804,1615,1658,2073,2322,2170,678,1323,464,627,1520,1161,717,515,40440,3133,2576,2385,1086,1307,615,621,3081,2763,2644,1569,2903,1543,2285,2099,993,1149,499,1146,2298,1291,1161,1293,"Lake Charles city, Louisiana",52,1411,407,694,789,483,260,158,621,796,821,777,699,787,676,494,789,411,604,219,352,480,418,319,293,1413,617,963,719,489,608,409,384,875,632,391,536,932,580,597,700,447,399,328,473,651,482,491,448
"G22050115","2014","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"16000US2250115","Metairie CDP, Louisiana",144239,68536,3942,4078,3963,1903,700,381,1336,2569,6273,5942,3604,4369,4861,5358,5072,1698,2696,1397,2218,1702,1640,1348,1486,75703,4510,3899,3681,2983,1195,394,1199,2818,5653,5817,5221,4148,4904,5127,6812,1725,2344,2415,2155,2647,2121,1645,2290,"Metairie CDP, Louisiana",7122,4244,924,1168,1213,558,323,286,620,783,1044,1124,970,1086,888,886,897,553,688,397,570,461,378,425,513,4321,1076,975,924,631,624,350,697,829,997,940,1146,1023,783,871,1031,605,577,617,486,623,528,450,619
"G22055000","2014","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"16000US2255000","New Orleans city, Louisiana",384320,183107,11410,10656,11369,5792,4639,2462,2950,8721,17623,16304,11842,11649,11609,12456,13231,3953,6828,3333,3984,5072,3889,1509,1826,201213,11940,11828,9742,5825,5290,4141,3063,8005,20336,16617,12118,13498,12262,13246,14044,4334,8056,4278,4404,6230,4687,3334,3935,"New Orleans city, Louisiana",0,389,301,1158,1146,131,220,677,785,853,53,397,1101,1080,338,296,1094,756,949,666,682,685,564,454,505,389,301,1167,1169,150,243,805,769,1057,60,241,1039,1003,275,304,848,687,891,882,761,767,591,564,658
"G22070000","2014","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"16000US2270000","Shreveport city, Louisiana",197979,92529,8127,6510,5690,3710,2475,1294,1790,4099,7354,6494,5862,5434,5566,5849,5292,2455,2653,1846,1907,3146,2272,1518,1186,105450,7383,7313,4815,3730,2296,969,1236,5929,8840,7279,5263,6760,5849,6803,7376,2862,2622,2306,2878,4216,3478,2201,3046,"Shreveport city, Louisiana",989,1792,688,1091,1170,515,456,773,961,931,634,795,1083,1123,632,719,978,706,653,569,612,665,482,552,479,1833,653,1185,1080,482,412,485,573,990,718,693,1081,1132,799,554,1027,791,725,674,701,705,612,603,835
"G23060545","2014","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"16000US2360545","Portland city, Maine",66669,32717,1525,1566,1227,912,548,255,377,2360,4567,3578,2707,1634,1840,2597,2059,1169,977,151,508,1114,612,208,226,33952,1942,1587,1681,679,398,105,448,2352,4408,2708,2768,1180,1837,2648,2490,671,945,938,699,892,937,598,1041,"Portland city, Maine",21,1510,624,485,443,411,368,309,344,712,1014,898,823,545,489,669,578,541,493,218,290,400,289,192,182,1510,553,554,591,265,399,99,378,893,802,736,668,442,662,592,660,303,464,446,329,351,383,318,413
"G24004000","2014","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"16000US2404000","Baltimore city, Maryland",622793,294080,21569,19596,16390,9727,8518,4800,5635,13363,29722,25186,19679,16131,18218,20220,18995,6286,8974,5788,5119,8425,4815,3936,2988,328713,20103,19372,15439,9652,8531,6038,5593,15218,32701,27712,20247,19158,19241,22702,22719,7401,11250,7181,7812,9883,8418,6577,5765,"Baltimore city, Maryland",0,696,293,1934,1948,297,503,1014,919,1279,331,156,1608,1629,305,287,1094,942,1130,1109,895,1053,815,643,625,696,230,1493,1543,302,1326,1130,950,1855,2,404,1672,1659,483,440,1538,1145,1164,927,936,1100,914,968,727
"G24007125","2014","MD",,,"Maryland","24",,,"Bethesda CDP","07125",,,,,,,,,,,,,,,,"16000US2407125","Bethesda CDP, Maryland",62097,29109,1972,2407,2017,1487,546,131,256,597,971,1886,1270,2269,2321,1973,2227,604,1088,760,711,1490,746,501,879,32988,1891,2246,2300,964,658,105,81,896,1820,1454,2215,1995,2501,2411,2005,1039,1522,1033,979,1721,1247,695,1210,"Bethesda CDP, Maryland",3362,2116,612,779,529,434,349,153,205,359,393,542,493,533,662,530,597,257,389,302,300,405,319,253,386,1919,536,742,595,316,339,124,142,371,576,464,582,507,632,536,430,359,421,289,348,499,440,314,395
"G24019125","2014","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"16000US2419125","Columbia CDP, Maryland",97728,48459,3314,2906,3574,2059,1256,967,523,1923,2958,4707,3883,2827,3680,2847,3237,1456,1497,462,1049,1764,894,296,380,49269,2734,1463,2935,1557,819,307,274,2556,3066,4409,3600,3109,4511,3807,3886,1178,1633,1543,1219,1881,1324,431,1027,"Columbia CDP, Maryland",5662,3336,876,914,993,596,351,465,392,739,943,843,963,648,757,730,644,496,498,301,432,576,361,214,231,3170,1114,547,697,493,548,306,250,902,790,932,874,679,695,725,706,463,526,613,532,604,495,238,495
"G24026000","2014","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"16000US2426000","Ellicott City CDP, Maryland",72295,35012,2167,2742,3532,1281,1176,536,206,624,918,1771,2526,2542,3214,2803,2300,1131,777,798,973,1241,828,297,629,37283,1535,2505,3150,2213,394,693,266,1384,1153,2102,2962,2850,3364,2566,2239,1106,1289,830,1080,1394,583,684,941,"Ellicott City CDP, Maryland",4616,2474,754,679,1013,457,531,409,230,354,446,659,592,635,908,606,748,444,363,363,392,519,323,233,459,2926,521,653,797,617,308,642,244,731,491,643,693,816,683,618,767,539,489,369,474,643,341,288,542
"G24030325","2014","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"16000US2430325","Frederick city, Maryland",68404,32259,1899,2006,2607,704,426,83,223,1065,3520,3631,2688,2748,2414,2020,1680,446,818,454,660,992,813,270,92,36145,3558,1924,1788,1264,771,592,312,1140,3798,3297,1253,2925,2581,2068,2236,994,1123,680,618,1292,437,657,837,"Frederick city, Maryland",31,1629,789,640,757,405,319,105,157,625,922,823,878,870,751,549,579,294,388,260,306,381,367,216,109,1630,959,725,625,564,424,535,184,535,773,762,499,1002,722,567,680,453,524,330,281,534,211,310,286
"G24031175","2014","MD",,,"Maryland","24",,,"Gaithersburg city","31175",,,,,,,,,,,,,,,,"16000US2431175","Gaithersburg city, Maryland",66807,34190,3228,2471,2279,988,718,793,202,1592,2698,3760,2732,1392,2885,2021,1667,384,927,449,651,1064,464,304,521,32617,3021,1936,1695,987,808,213,85,556,2021,3883,2621,2501,1786,2561,2036,909,632,470,552,1147,824,739,634,"Gaithersburg city, Maryland",48,1858,1042,984,650,393,465,525,225,854,958,985,827,431,869,811,581,242,435,235,445,357,257,282,294,1855,1374,670,616,301,497,268,105,338,678,909,797,637,578,703,553,497,323,258,296,446,488,424,331
"G24032025","2014","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"16000US2432025","Germantown CDP, Maryland",85021,41829,3249,3915,3528,1834,1338,578,397,1092,3148,2338,2962,3432,3274,3265,3106,1342,677,680,784,408,146,46,290,43192,2612,2390,4301,1130,964,495,175,1503,2602,3811,3466,3736,3709,4208,3345,629,974,466,808,621,272,547,428,"Germantown CDP, Maryland",6243,3731,1037,1046,1273,769,575,470,310,600,886,803,920,1120,784,818,814,697,337,353,367,242,153,74,273,3586,947,797,1161,455,438,339,208,685,823,1086,1003,1018,717,1126,755,303,436,298,488,338,226,416,402
"G24032650","2014","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"16000US2432650","Glen Burnie CDP, Maryland",69906,30951,1762,1830,1241,1329,155,154,534,1315,3241,3302,2061,2604,2343,1940,2373,423,919,442,482,1266,647,294,294,38955,2944,3010,1661,2070,1200,662,673,2352,3561,2268,3189,1225,2643,2108,1943,653,1234,664,1012,1503,893,983,504,"Glen Burnie CDP, Maryland",6839,3262,832,775,646,692,131,178,621,731,964,998,659,1046,733,796,723,215,374,292,254,589,366,191,236,4463,1289,1119,801,960,534,547,457,944,1163,779,957,625,797,770,503,376,583,434,475,570,439,407,480
"G24067675","2014","MD",,,"Maryland","24",,,"Rockville city","67675",,,,,,,,,,,,,,,,"16000US2467675","Rockville city, Maryland",65941,30331,2353,1532,1942,823,847,221,146,1079,2774,2941,2437,2204,1382,1778,2464,515,631,547,741,771,764,593,846,35610,2556,2185,1352,848,434,564,403,1573,3121,2206,2672,2408,2241,1998,2120,1037,1541,821,974,1258,1033,1281,984,"Rockville city, Maryland",31,1470,855,515,759,393,467,227,188,536,919,729,788,536,512,507,614,314,332,260,317,340,436,276,375,1472,847,714,527,400,255,445,347,792,947,583,652,705,585,610,598,462,551,459,421,436,504,530,388
"G24072450","2014","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"16000US2472450","Silver Spring CDP, Maryland",77726,35956,3065,2977,1718,1657,337,140,446,1298,2414,4097,4012,2243,1796,2463,1865,541,1161,898,1136,1017,330,175,170,41770,3094,2588,2715,1043,476,665,105,2289,5369,4291,2108,3279,2631,2506,2447,1045,1380,378,1155,651,671,163,721,"Silver Spring CDP, Maryland",6336,3648,1068,1084,780,548,281,221,396,553,716,1080,1318,779,599,735,739,337,636,384,514,382,241,172,166,3878,981,824,735,463,435,637,123,865,1264,975,736,1042,562,903,743,726,554,235,464,301,363,139,345
"G24081175","2014","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"16000US2481175","Waldorf CDP, Maryland",72048,34331,2340,2731,3721,2338,1043,473,448,1381,2431,2095,1895,3008,2673,2517,1822,519,928,420,337,449,234,237,291,37717,1970,2312,2423,1994,1068,798,379,1383,2940,2634,2982,3102,3048,2997,2372,649,621,716,839,1061,611,729,89,"Waldorf CDP, Maryland",4492,2455,750,843,902,550,183,272,322,474,904,571,775,722,725,553,544,245,369,225,202,326,225,162,183,2748,588,702,711,452,478,469,283,597,656,621,858,804,704,500,610,285,281,316,295,381,275,306,106
"G25007000","2014","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"16000US2507000","Boston city, Massachusetts",656051,316075,17681,15184,14232,8433,14061,6656,8083,20110,45393,31484,19892,20070,17979,18005,17350,5839,7235,4483,5559,6932,4894,3406,3114,339976,17374,14115,13270,8282,17199,10439,7942,18982,45148,32668,22325,20081,19017,18867,16890,7349,10559,5444,5964,9170,6597,5675,6619,"Boston city, Massachusetts",2875,2246,1110,1487,1478,627,465,1380,1391,1852,1182,1073,1847,1875,784,1001,1537,1146,1289,976,969,1055,668,632,699,2867,853,1439,1386,551,810,1399,1251,1445,1340,1040,1575,1757,811,941,1470,1132,1409,882,924,1174,1130,1082,1004
"G25009000","2014","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"16000US2509000","Brockton city, Massachusetts",94780,45695,3509,4134,3746,1667,1064,93,396,2045,3276,2502,3526,2503,2733,3156,3953,939,1636,1017,883,1291,684,427,515,49085,3573,2626,3495,1785,879,521,815,1857,3795,3554,2959,2476,4143,3419,2870,1383,1880,862,717,2420,777,836,1443,"Brockton city, Massachusetts",27,1300,629,793,835,475,441,146,251,600,741,989,916,908,652,679,866,448,570,508,409,482,361,319,309,1302,718,722,790,630,411,354,515,765,805,770,771,623,844,738,716,516,647,429,322,752,414,402,586
"G25011000","2014","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"16000US2511000","Cambridge city, Massachusetts",109699,51371,2599,1622,1901,1094,3104,1482,2342,5886,7130,5552,3139,2379,2845,2417,1698,774,1247,700,733,978,531,664,554,58328,2483,2275,1988,847,3817,2284,1474,3687,9336,6749,4007,2599,2965,2325,2187,647,2115,1442,1141,1364,880,844,872,"Cambridge city, Massachusetts",33,2249,719,705,545,426,922,622,811,1723,1169,1052,789,651,829,714,549,252,510,311,278,436,204,348,250,2249,672,593,751,405,765,677,531,807,1616,1031,814,702,709,616,565,273,715,615,393,441,383,391,356
"G25023000","2014","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"16000US2523000","Fall River city, Massachusetts",88705,41896,3218,2095,2231,1108,1118,711,1290,2882,3023,2843,2010,2853,3097,3227,2574,821,1208,612,1380,1612,855,470,658,46809,2169,2411,2901,965,1415,1035,347,2202,3531,2913,2261,3627,3245,3808,2162,1736,1289,547,1465,2127,1197,1864,1592,"Fall River city, Massachusetts",33,1778,893,707,719,491,556,525,618,991,905,814,774,880,747,839,756,441,525,323,587,541,417,224,274,1784,877,950,940,475,761,603,300,911,1046,799,708,763,805,876,590,615,528,291,559,555,470,773,518
"G25024960","2014","MA",,,"Massachusetts","25",,,"Framingham CDP","24960",,,,,,,,,,,,,,,,"16000US2524960","Framingham CDP, Massachusetts",70744,33797,2442,1807,2150,1370,1141,324,145,1460,2368,2713,3167,2081,2205,2081,2852,409,1087,698,556,1367,705,226,443,36947,2372,2229,2139,1385,1295,279,333,472,2738,2245,2835,3235,2179,2498,3045,821,1021,815,612,816,1167,758,1658,"Framingham CDP, Massachusetts",28,1879,972,635,724,568,481,378,183,699,884,898,1025,614,636,689,964,392,434,393,342,588,333,166,312,1876,889,858,818,641,737,197,407,271,975,700,846,1030,715,719,1257,435,564,549,267,338,434,432,576
"G25034550","2014","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"16000US2534550","Lawrence city, Massachusetts",78192,38785,3013,2874,3342,1938,1550,776,823,2419,3457,3037,2429,2654,3328,1448,1541,678,457,601,853,676,501,62,328,39407,3016,1943,3914,1738,892,1036,401,1841,3349,2824,3318,2308,3294,2102,1956,641,1185,861,505,765,460,371,687,"Lawrence city, Massachusetts",30,1554,801,873,751,683,340,404,466,708,790,641,847,819,816,609,565,377,295,287,401,305,273,104,197,1549,683,551,869,593,414,618,318,658,749,648,750,672,808,646,510,382,402,385,275,331,255,257,401
"G25037000","2014","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"16000US2537000","Lowell city, Massachusetts",109931,56340,4727,4058,2488,1554,3290,1215,1649,2769,5635,4637,3273,3245,3166,3946,3183,1038,1546,1204,1082,809,523,464,839,53591,2416,3321,3204,1230,2858,772,682,3024,5414,3680,4254,3527,2801,4268,3147,1284,1061,1049,802,1236,1115,877,1569,"Lowell city, Massachusetts",62,2283,1180,1064,947,522,1676,677,658,914,1094,1173,1000,916,683,763,872,480,540,624,442,346,255,350,434,2282,957,1012,946,589,1024,530,350,995,1227,966,1109,838,646,974,759,515,419,465,334,474,370,382,532
"G25037490","2014","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"16000US2537490","Lynn city, Massachusetts",92137,45364,4550,2505,2209,1569,1352,1056,496,2209,3852,3783,2867,2942,2069,3803,3458,1270,1023,668,692,1292,484,664,551,46773,3166,3269,2752,2448,1240,776,836,2692,3299,2876,3275,2415,2824,3394,2963,1028,1542,738,711,1215,1132,729,1453,"Lynn city, Massachusetts",32,1668,950,686,628,619,523,576,402,799,737,926,976,809,652,1040,793,409,498,294,411,487,241,356,289,1670,693,890,777,860,531,457,484,641,852,716,675,628,853,647,782,431,531,392,289,407,411,391,587
"G25045000","2014","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"16000US2545000","New Bedford city, Massachusetts",94855,44533,3914,3121,2387,1435,985,403,908,1423,3134,3855,2603,3112,3269,4245,2971,1066,1044,857,798,1030,787,366,820,50322,2221,4271,3100,1247,939,549,796,2688,4146,3893,2282,3524,3071,3300,3560,1404,1706,860,816,1549,1334,1289,1777,"New Bedford city, Massachusetts",42,1778,830,777,687,486,453,257,486,518,773,848,613,856,710,884,670,317,368,400,274,321,333,167,308,1774,676,973,842,537,511,350,629,873,872,814,597,859,738,661,693,374,558,299,302,512,486,391,518
"G25045560","2014","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"16000US2545560","Newton city, Massachusetts",88298,42068,1907,2897,3492,2261,2322,597,615,1473,2136,2199,1385,2672,3038,2724,2401,1103,1118,1311,1780,1576,1089,1101,871,46230,1842,2202,2888,1918,2508,702,1249,1233,2637,1497,2044,3359,3416,3216,3083,1323,2340,1127,1593,1548,1267,1416,1822,"Newton city, Massachusetts",44,1405,534,759,953,625,693,319,354,767,1035,666,594,561,615,575,521,418,442,470,552,460,434,492,418,1410,556,562,751,606,742,356,521,481,993,540,632,691,859,790,686,495,675,346,480,531,634,651,596
"G25055745","2014","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"16000US2555745","Quincy city, Massachusetts",93391,46636,2651,2867,2233,925,1303,568,521,1630,4301,4457,3700,2803,2704,4001,2765,1482,1422,1531,1290,947,914,996,625,46755,2036,2044,1750,1158,653,811,125,2567,4328,3936,2973,3588,2551,4066,3420,1566,1191,1168,773,1862,1234,1731,1224,"Quincy city, Massachusetts",32,1978,771,1053,765,530,642,412,386,514,945,1102,959,855,961,992,860,459,618,890,519,415,399,558,334,1984,657,858,594,769,366,440,177,845,869,929,847,895,743,946,929,623,502,496,377,663,507,575,488
"G25062535","2014","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"16000US2562535","Somerville city, Massachusetts",78903,40234,2177,669,1425,342,702,408,533,3574,7699,6441,3671,1939,1526,2067,2474,352,923,944,316,846,310,749,147,38669,1526,985,753,1471,1111,554,472,3208,6208,5254,3389,2034,1639,2370,1589,556,1033,980,603,774,672,580,908,"Somerville city, Massachusetts",27,2248,926,390,572,229,245,340,350,1233,1750,1359,893,680,556,682,866,228,379,439,184,462,221,485,152,2248,621,509,384,809,720,327,284,1005,1410,1029,932,578,584,605,562,414,490,415,388,393,290,283,475
"G25067000","2014","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"16000US2567000","Springfield city, Massachusetts",153994,70676,5088,5151,5601,3695,2999,1124,2006,3563,5307,5537,3549,4789,3955,3957,4250,1903,2137,1293,653,1898,883,720,618,83318,6362,5382,6491,3430,3349,890,2529,3529,5646,6234,4048,5566,4651,5639,4960,1880,2005,1612,1456,2189,2135,1487,1848,"Springfield city, Massachusetts",30,2253,1033,947,1231,664,655,519,760,1154,1028,1018,983,1090,951,771,947,605,881,559,255,489,326,308,332,2251,1140,1000,1000,593,659,517,872,888,841,906,1134,1052,837,914,904,570,528,535,466,498,717,463,496
"G25082000","2014","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"16000US2582000","Worcester city, Massachusetts",183033,90790,5177,6390,6970,3479,3809,1727,1563,5873,7394,7331,5397,5290,6711,5887,5273,1624,3000,1632,1045,1709,1100,985,1424,92243,5810,5348,5044,2647,4776,1821,1676,5001,7996,6706,5090,6640,5693,5994,4711,2148,3373,1289,1496,1978,2374,1693,2939,"Worcester city, Massachusetts",62,2575,1119,1212,1098,798,762,556,651,1316,1356,1079,1141,1043,1082,1033,1064,580,821,442,538,487,507,473,567,2578,1008,1097,1097,714,1159,868,790,1083,1134,958,957,1164,1044,931,918,644,884,489,542,581,730,422,679
"G26003000","2014","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",117759,57940,2938,1760,2485,1652,5054,2675,2889,6652,6334,4866,3360,1995,2525,2575,2293,1278,1196,666,1130,1086,926,681,924,59819,2656,2601,2145,1609,5813,2516,3489,4845,5322,4157,3143,2818,2917,2768,2824,1268,2138,735,844,1985,1059,988,1179,"Ann Arbor city, Michigan",44,1417,660,573,588,474,846,969,1103,1324,993,735,731,619,530,551,570,487,447,308,397,350,308,213,349,1415,582,647,565,487,888,800,1153,1271,691,718,847,797,643,559,631,483,499,337,353,585,426,343,348
"G26021000","2014","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",95546,46803,3540,3973,4206,1878,1483,772,520,2508,3477,2672,2580,3324,2565,2502,2320,739,1887,1113,1152,1336,1017,661,578,48743,3996,3166,4932,2042,910,1000,559,2131,3358,2953,2657,3909,2689,3088,2265,666,1661,732,1029,1448,1177,797,1578,"Dearborn city, Michigan",48,1582,934,737,814,582,490,373,307,742,877,675,714,869,681,657,544,297,592,490,584,427,545,256,331,1585,988,774,930,586,386,443,332,704,844,714,649,758,775,640,636,373,519,309,423,436,383,342,557
"G26022000","2014","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",680281,320196,23913,21287,23596,14104,11037,6167,4790,17283,23797,20679,16950,18757,20615,21225,22520,8335,10437,6560,6368,8326,5624,4309,3517,360085,23316,23241,24794,14672,10371,4909,5625,20364,24797,20570,22007,22781,22333,22789,25371,8336,13347,7809,8339,11738,8176,6990,7410,"Detroit city, Michigan",71,3290,1257,1756,1792,1147,814,1308,941,2102,1381,1328,1581,1693,1167,1270,1419,1327,1307,745,865,1020,927,805,660,3283,1525,1841,1878,1156,963,1012,1073,1973,1607,1266,2217,2234,1273,1233,1526,1298,1386,1088,1083,982,884,855,924
"G26027440","2014","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",81440,38755,1344,2275,2226,1721,551,302,682,1753,2141,2620,1379,2195,2152,2771,3342,1454,1596,1294,1215,2099,1663,1155,825,42685,1548,1839,1725,1436,682,821,554,1189,3042,2239,2273,3057,2926,3811,3510,838,1733,1551,1464,2244,1903,1112,1188,"Farmington Hills city, Michigan",28,1325,560,711,643,588,377,189,518,470,708,731,469,635,650,747,858,530,679,380,433,537,606,411,289,1326,526,605,566,652,308,438,469,464,968,635,691,815,768,775,646,337,493,446,482,608,499,566,414
"G26029000","2014","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",98990,47223,3194,2704,4191,2530,1704,961,865,2363,3603,1980,3277,2467,3107,3790,3324,1184,1292,989,529,1421,591,675,482,51767,3061,2552,4031,3156,1713,528,637,3038,3456,3075,3605,3136,2926,3749,3351,1398,1454,1095,957,1387,1326,1089,1047,"Flint city, Michigan",51,1598,668,1061,1228,624,422,544,480,712,792,506,887,693,627,813,682,441,469,309,210,440,250,356,277,1597,927,695,1057,518,564,331,408,780,756,824,831,910,765,637,768,464,498,386,348,455,377,358,390
"G26034000","2014","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",193793,96404,7640,6518,8259,2471,3211,2742,1748,6470,11193,8077,5139,4815,5130,5240,4630,1733,2625,1392,1223,1853,1184,1332,1779,97389,6922,5722,4906,3604,3466,2140,2392,5351,10841,8811,5596,5274,4942,5105,4664,1424,2641,1659,1749,2975,1779,1562,3864,"Grand Rapids city, Michigan",33,2359,877,1383,1401,865,759,930,763,1185,1518,1087,1034,1090,860,708,900,530,672,491,515,481,443,547,569,2356,1200,983,901,889,704,723,951,1118,1231,1217,985,974,960,834,870,487,604,483,419,724,547,429,674
"G26042160","2014","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",75909,37859,1866,2564,1819,1343,3444,936,1038,5036,3978,2251,2454,1768,1498,1608,1554,823,827,692,704,509,256,490,401,38050,1680,2398,1877,1241,2967,1222,2734,4287,3037,1872,2122,1700,1739,1445,2114,450,780,697,720,522,744,823,879,"Kalamazoo city, Michigan",46,1601,441,666,587,382,781,411,543,1591,893,789,733,535,487,466,455,402,402,365,276,258,184,261,222,1606,588,706,550,393,712,756,1198,1226,686,600,529,437,467,412,499,302,303,311,309,235,412,360,377
"G26046000","2014","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",113659,55114,4295,4187,3917,2050,1214,449,715,4938,3983,4660,3712,4066,3102,3521,3042,1065,1205,728,1757,1062,569,528,349,58545,3478,3853,4011,1747,1153,853,1361,3286,6149,4474,3423,3189,3614,3471,3271,1087,1958,1157,1671,1849,998,1151,1341,"Lansing city, Michigan",1083,1801,676,968,895,494,506,297,463,1703,737,576,776,891,579,711,649,363,424,267,599,355,321,288,177,1883,614,825,853,492,479,519,664,975,691,579,798,747,705,564,755,434,702,384,459,536,434,434,470
"G26049000","2014","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",94959,46392,2277,2332,3418,1752,991,743,433,2000,2781,2414,2783,3426,2919,3305,4044,1506,2439,1146,1422,1265,1178,1229,589,48567,2091,1969,2423,1698,1055,683,588,1262,2539,2778,2075,3364,3325,4421,4369,1605,1829,1646,1774,1981,1861,1782,1449,"Livonia city, Michigan",26,1472,665,758,745,599,335,336,288,517,563,566,684,705,512,711,642,396,567,345,418,377,432,458,266,1473,658,538,600,558,355,386,356,394,545,641,533,686,744,708,792,429,463,444,450,430,530,552,393
