GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALKVE001,ALKVE002,ALKVE003,ALKVE004,ALKVE005,ALKVE006,ALKVE007,ALKVE008,ALKVE009,ALKVE010,ALKVE011,ALKVE012,ALKVE013,ALKVE014,ALKVE015,ALKVE016,ALKVE017,ALKVE018,ALKVE019,ALKVE020,ALKVE021,ALKVE022,ALKVE023,ALKVE024,ALKVE025,ALKVE026,ALKVE027,NAME_M,ALKVM001,ALKVM002,ALKVM003,ALKVM004,ALKVM005,ALKVM006,ALKVM007,ALKVM008,ALKVM009,ALKVM010,ALKVM011,ALKVM012,ALKVM013,ALKVM014,ALKVM015,ALKVM016,ALKVM017,ALKVM018,ALKVM019,ALKVM020,ALKVM021,ALKVM022,ALKVM023,ALKVM024,ALKVM025,ALKVM026,ALKVM027
"G22070000","2019","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"16000US2270000","Shreveport city, Louisiana",31042,28834,62,512,929,678,484,414,292,1062,1937,1654,2388,3383,2871,1854,1554,3074,1593,2423,1013,473,0,184,0,0,2208,"Shreveport city, Louisiana",2744,2642,99,568,788,437,305,290,262,613,869,812,1135,1687,1320,811,923,1161,702,907,623,339,224,225,224,224,1128
"G23060545","2019","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"16000US2360545","Portland city, Maine",16574,16321,86,35,72,1045,78,551,517,508,338,271,70,286,238,310,353,470,825,3180,2974,3627,413,74,0,0,253,"Portland city, Maine",1590,1586,157,60,123,733,97,456,346,492,282,239,89,263,194,453,215,332,414,887,887,1013,239,63,172,172,167
"G24004000","2019","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"16000US2404000","Baltimore city, Maryland",127170,124383,3209,3646,2522,3835,1643,2339,2024,1836,1654,2055,1235,4233,3523,4385,5187,15069,16821,20800,12554,10622,3097,1728,366,0,2787,"Baltimore city, Maryland",4577,4578,997,1234,924,1162,708,932,877,732,787,940,611,1534,1055,1410,1727,2197,2728,2969,1767,1493,758,794,249,210,728
"G24019125","2019","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"16000US2419125","Columbia CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G24026000","2019","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"16000US2426000","Ellicott City CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ellicott City CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G24030325","2019","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"16000US2430325","Frederick city, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frederick city, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G24031175","2019","MD",,,"Maryland","24",,,"Gaithersburg city","31175",,,,,,,,,,,,,,,,"16000US2431175","Gaithersburg city, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gaithersburg city, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G24032025","2019","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"16000US2432025","Germantown CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Germantown CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G24032650","2019","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"16000US2432650","Glen Burnie CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Glen Burnie CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G24067675","2019","MD",,,"Maryland","24",,,"Rockville city","67675",,,,,,,,,,,,,,,,"16000US2467675","Rockville city, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockville city, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G24072450","2019","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"16000US2472450","Silver Spring CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Silver Spring CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G24081175","2019","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"16000US2481175","Waldorf CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waldorf CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G25007000","2019","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"16000US2507000","Boston city, Massachusetts",177351,174867,1209,2252,3458,6135,5218,3074,3221,2756,2305,1578,1980,2922,547,2158,1216,3059,3823,14853,13455,43218,25416,14785,9408,6821,2484,"Boston city, Massachusetts",4573,4425,590,990,1255,1612,1378,1058,1069,908,867,624,933,933,363,1009,663,1006,1002,2493,2400,2649,2963,1954,1530,1301,845
"G25009000","2019","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"16000US2509000","Brockton city, Massachusetts",14532,13899,258,299,77,956,707,116,433,328,391,1118,31,394,0,293,35,1260,265,3247,1928,1325,307,0,131,0,633,"Brockton city, Massachusetts",1860,1830,237,257,132,496,492,112,441,318,379,624,53,349,216,253,59,681,195,1101,888,574,256,216,213,216,577
"G25011000","2019","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"16000US2511000","Cambridge city, Massachusetts",31708,30617,291,0,54,155,858,394,735,260,31,55,46,297,294,91,46,74,215,1878,1382,3916,6826,6231,3975,2513,1091,"Cambridge city, Massachusetts",2181,2099,312,216,88,180,462,296,511,232,51,93,75,259,297,106,77,74,147,770,622,994,1292,1048,844,862,607
"G25023000","2019","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"16000US2523000","Fall River city, Massachusetts",24328,23931,195,600,654,477,553,600,686,1508,458,1557,916,2123,1308,1518,2440,3389,2007,1156,1299,177,206,104,0,0,397,"Fall River city, Massachusetts",1943,1913,244,429,530,470,386,514,417,721,262,824,750,918,790,768,1038,1064,927,482,930,176,248,184,216,216,272
"G25024960","2019","MA",,,"Massachusetts","25",,,"Framingham city","24960",,,,,,,,,,,,,,,,"16000US2524960","Framingham city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Framingham city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G25034550","2019","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"16000US2534550","Lawrence city, Massachusetts",18513,18240,159,152,394,529,1575,96,178,313,0,76,192,993,103,394,801,927,1392,4588,2824,2215,339,0,0,0,273,"Lawrence city, Massachusetts",2091,2068,255,184,296,416,624,134,182,334,216,125,230,651,128,374,411,568,745,1040,912,982,247,216,216,216,240
"G25037000","2019","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"16000US2537000","Lowell city, Massachusetts",23000,22798,223,0,149,378,473,320,653,159,1076,299,149,719,483,866,239,1139,1563,5529,3205,4192,752,159,73,0,202,"Lowell city, Massachusetts",2226,2228,306,216,204,359,291,274,566,189,705,243,151,430,344,508,345,697,750,1142,928,1167,542,263,88,216,187
"G25037490","2019","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"16000US2537490","Lynn city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lynn city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G25045000","2019","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"16000US2545000","New Bedford city, Massachusetts",23679,22643,0,590,219,720,889,338,622,496,158,746,486,1455,1964,2991,1844,3270,2106,2421,842,101,29,0,83,273,1036,"New Bedford city, Massachusetts",2029,1969,216,376,187,413,434,278,454,275,102,448,351,667,884,801,609,1060,806,848,386,91,48,216,99,328,581
"G25045560","2019","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"16000US2545560","Newton city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G25055745","2019","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"16000US2555745","Quincy city, Massachusetts",22658,22187,120,0,47,726,1006,392,549,0,0,135,107,494,76,123,508,336,452,2612,4481,5952,2505,1384,52,130,471,"Quincy city, Massachusetts",2618,2583,144,216,74,760,701,312,391,216,216,174,125,381,126,153,460,331,350,952,1444,1146,857,635,86,151,270
"G25062535","2019","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"16000US2562535","Somerville city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Somerville city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G25067000","2019","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"16000US2567000","Springfield city, Massachusetts",28616,27861,1036,447,1214,1529,1756,1360,239,366,574,372,1110,1030,525,1690,572,4825,4290,3120,1313,342,0,151,0,0,755,"Springfield city, Massachusetts",2657,2713,579,514,579,538,651,585,242,288,544,370,622,579,374,841,434,1197,1450,888,810,280,216,75,216,216,640
"G25082000","2019","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"16000US2582000","Worcester city, Massachusetts",40974,40012,486,491,537,1473,1306,747,390,1147,272,711,216,648,618,1497,725,3822,5209,9722,6319,3001,463,97,0,115,962,"Worcester city, Massachusetts",2342,2355,349,446,475,721,645,496,382,600,223,528,257,483,374,688,396,1274,1215,1739,1403,937,286,116,216,138,521
"G26003000","2019","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",24424,24210,0,44,143,434,102,0,0,487,171,718,454,118,557,412,331,1344,2294,5970,4516,3881,1340,291,489,114,214,"Ann Arbor city, Michigan",1963,1967,175,74,176,414,134,175,175,463,205,374,379,113,380,466,234,565,610,1203,983,976,478,242,296,171,173
"G26021000","2019","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",10247,9394,41,0,65,46,0,182,33,88,291,234,526,644,740,579,637,1732,426,2024,269,612,0,60,165,0,853,"Dearborn city, Michigan",1176,1157,71,175,113,76,175,242,54,146,261,180,367,409,462,388,365,649,264,622,219,386,175,71,212,175,434
"G26022000","2019","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",139338,131603,2014,1147,2528,4238,2528,3701,3016,4967,6170,13577,8057,11811,13939,10903,9980,13341,6182,6608,2814,2717,994,325,0,46,7735,"Detroit city, Michigan",5303,4849,726,530,725,971,789,1005,927,1362,1391,2030,1483,1953,2040,1771,1849,2156,1566,1686,764,777,568,432,175,72,1716
"G26027440","2019","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Farmington Hills city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G26029000","2019","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",16354,15201,687,406,636,539,321,465,636,1147,920,2100,1698,2379,950,705,477,578,192,315,50,0,0,0,0,0,1153,"Flint city, Michigan",1910,1727,543,335,413,497,272,447,399,607,449,928,786,1412,444,458,440,401,190,388,47,175,175,175,175,175,680
"G26034000","2019","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",33519,32861,317,115,1290,271,260,235,478,406,1973,1149,1218,1300,1936,1907,2123,4020,3687,5727,2136,1385,656,272,0,0,658,"Grand Rapids city, Michigan",2600,2577,387,113,649,194,222,189,467,310,1012,688,639,574,876,630,837,1261,943,1060,749,555,328,406,175,175,357
"G26042160","2019","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",19245,18781,709,160,214,742,125,477,1119,698,653,1724,488,309,1986,1653,1868,2008,1180,1898,326,208,0,0,236,0,464,"Kalamazoo city, Michigan",1979,1824,481,233,212,512,144,410,588,329,512,802,304,263,1041,693,868,1057,620,740,293,254,175,175,139,175,497
"G26046000","2019","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",24604,24238,525,39,158,493,76,258,149,971,1263,1820,1442,2453,3443,2089,2449,3065,1692,1052,534,267,0,0,0,0,366,"Lansing city, Michigan",1947,1987,496,64,186,409,124,276,142,622,680,816,658,998,968,901,773,1059,773,432,330,186,175,175,175,175,351
"G26049000","2019","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Livonia city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G26069035","2019","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rochester Hills city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G26074900","2019","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Southfield city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G26076460","2019","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",12941,12423,0,0,88,160,0,126,0,0,0,209,246,350,854,537,1418,1583,1503,2822,1152,993,162,0,220,0,518,"Sterling Heights city, Michigan",2145,2145,175,175,140,132,175,159,175,175,175,182,238,267,708,339,737,892,666,776,512,566,190,175,180,175,447
"G26080700","2019","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Troy city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G26084000","2019","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G26086000","2019","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",15026,14850,148,0,0,325,145,268,55,52,154,302,367,1059,890,1589,2396,3436,2059,1371,186,48,0,0,0,0,176,"Westland city, Michigan",1375,1376,170,175,175,344,118,236,92,86,151,227,391,565,395,565,783,1147,881,454,168,77,175,175,175,175,164
"G26088940","2019","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wyoming city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G27006382","2019","MN",,,"Minnesota","27",,,"Blaine city","06382",,,,,,,,,,,,,,,,"16000US2706382","Blaine city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blaine city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G27006616","2019","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bloomington city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G27007966","2019","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brooklyn Park city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G27017000","2019","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",15096,14838,204,244,94,494,518,143,480,279,400,266,361,1163,1256,371,1239,1529,2180,1472,696,1072,69,82,226,0,258,"Duluth city, Minnesota",1392,1397,159,239,83,292,283,124,317,221,302,167,230,537,470,207,501,561,738,471,284,429,82,132,179,149,156
"G27017288","2019","MN",,,"Minnesota","27",,,"Eagan city","17288",,,,,,,,,,,,,,,,"16000US2717288","Eagan city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eagan city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G27035180","2019","MN",,,"Minnesota","27",,,"Lakeville city","35180",,,,,,,,,,,,,,,,"16000US2735180","Lakeville city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lakeville city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G27040166","2019","MN",,,"Minnesota","27",,,"Maple Grove city","40166",,,,,,,,,,,,,,,,"16000US2740166","Maple Grove city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maple Grove city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G27043000","2019","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",97004,95936,1342,845,1500,2569,1887,2763,480,727,618,1297,1785,1767,1719,3365,5742,10819,10782,15928,12012,12112,4209,894,368,406,1068,"Minneapolis city, Minnesota",3582,3521,677,527,793,943,972,1223,372,464,390,655,756,726,862,884,1422,2067,1610,1993,1483,1950,1084,380,208,339,423
"G27051730","2019","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plymouth city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G27054880","2019","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rochester city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G27056896","2019","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",14358,14166,188,0,0,296,19,569,454,110,192,410,1060,1108,866,573,1787,1172,1620,1902,1258,452,0,0,130,0,192,"St. Cloud city, Minnesota",1423,1402,290,149,149,171,42,559,523,145,172,370,530,675,564,368,899,642,762,859,666,438,149,149,202,149,179
"G27058000","2019","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",52965,52386,135,123,735,1577,1294,927,649,462,422,672,1600,1710,1206,1733,3891,7223,6492,9622,5881,4204,1175,461,161,31,579,"St. Paul city, Minnesota",2793,2808,151,157,502,624,756,466,570,255,373,351,734,804,440,680,845,1441,1381,1758,1144,817,369,388,133,53,451
"G27071428","2019","MN",,,"Minnesota","27",,,"Woodbury city","71428",,,,,,,,,,,,,,,,"16000US2771428","Woodbury city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodbury city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G28029700","2019","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",13133,12508,87,204,366,0,0,297,902,395,365,529,698,1082,1710,270,2100,1079,1340,298,504,109,173,0,0,0,625,"Gulfport city, Mississippi",1688,1767,153,292,403,226,226,268,747,381,257,476,518,578,910,292,879,486,870,183,495,96,167,226,226,226,374
"G28036000","2019","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",32662,30844,773,972,1511,1307,725,644,890,1364,1266,1195,1883,2686,2365,2017,2660,3949,2035,1476,525,557,44,0,0,0,1818,"Jackson city, Mississippi",2420,2419,637,646,626,609,479,436,597,573,567,557,781,1187,780,932,1182,1214,827,948,672,349,66,226,226,226,754
"G29015670","2019","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",23306,23054,0,0,0,224,259,172,671,349,854,861,1250,1452,2565,2988,632,1733,2644,2177,1361,1526,1278,0,58,0,252,"Columbia city, Missouri",2002,1964,195,195,195,361,204,172,560,229,375,489,596,629,1123,1292,383,759,994,816,828,916,810,195,91,195,220
"G29035000","2019","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",20072,19894,1071,199,192,451,212,321,346,866,920,2129,896,2223,1281,1787,1222,2834,1420,972,410,142,0,0,0,0,178,"Independence city, Missouri",1865,1847,746,273,223,376,238,255,250,615,733,857,471,1170,559,936,747,907,837,422,414,126,195,195,195,195,236
"G29038000","2019","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",99033,95887,383,1853,813,1143,1614,868,572,2985,1414,5817,5041,6348,8659,8365,6233,10815,7891,13848,5167,3770,1305,627,137,219,3146,"Kansas City city, Missouri",4198,4264,278,688,474,529,836,463,400,1107,641,1424,1212,1466,1665,1556,1333,1724,1420,1966,1144,967,616,399,137,175,844
"G29041348","2019","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee's Summit city, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G29054074","2019","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,,,,"O'Fallon city, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G29064082","2019","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",11372,10834,0,0,108,107,82,154,0,204,523,616,517,424,217,476,811,1920,1317,1550,803,550,0,235,0,220,538,"St. Charles city, Missouri",1580,1487,195,195,96,128,131,252,195,236,503,347,401,230,250,355,497,735,874,652,491,441,195,249,195,194,390
"G29064550","2019","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",13554,13162,123,307,29,397,156,72,817,1602,1983,852,920,671,1604,614,1356,752,295,436,54,122,0,0,0,0,392,"St. Joseph city, Missouri",1464,1471,143,362,49,242,177,91,515,752,971,418,520,343,597,351,688,445,192,481,95,164,195,195,195,195,205
"G29065000","2019","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",82087,78543,618,1262,2594,2190,1499,880,1055,2890,3838,7528,8400,5991,5562,5247,2509,6916,6354,5338,4135,3019,415,231,72,0,3544,"St. Louis city, Missouri",3151,3099,408,553,1153,786,590,407,455,1171,917,1480,1651,1530,1131,1227,788,1325,1456,1339,1190,786,310,239,122,195,983
"G29070000","2019","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",49492,47084,87,0,301,794,752,495,2689,2022,5343,3919,6953,3570,5235,4185,3267,2911,1627,1876,471,560,0,27,0,0,2408,"Springfield city, Missouri",2529,2579,115,195,344,523,654,391,1088,616,1503,1194,1390,1026,1484,1266,894,1143,696,674,342,357,195,45,195,195,948
"G30006550","2019","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",18530,18108,0,40,0,264,123,172,924,344,230,1596,926,992,1398,872,1396,2458,1911,2300,928,897,0,0,242,95,422,"Billings city, Montana",1669,1655,177,69,177,263,155,200,656,344,209,736,589,470,798,449,716,845,901,821,573,458,177,177,305,122,332
"G30050200","2019","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Missoula city, Montana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G31028000","2019","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",50215,49213,394,132,86,401,331,740,799,1581,2099,2632,3947,3810,2754,4663,3860,5574,4494,5955,2105,1731,284,247,404,190,1002,"Lincoln city, Nebraska",2837,2826,329,217,107,254,400,497,456,682,734,1042,1200,1120,899,1383,984,1334,1036,1025,692,494,214,198,299,134,533
"G31037000","2019","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",78566,77045,1199,307,316,706,184,850,1041,985,1846,3255,4106,4290,6751,5912,8000,11340,8742,9005,4816,2086,779,43,279,207,1521,"Omaha city, Nebraska",3339,3400,555,285,255,442,167,372,487,473,702,954,1000,1209,1273,1152,1760,1816,1762,1412,1042,810,424,74,296,149,474
"G32023770","2019","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Enterprise CDP, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G32031900","2019","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",41779,40411,142,226,45,0,185,42,0,297,453,105,372,427,514,892,471,2364,2302,11816,9910,8133,1374,253,46,42,1368,"Henderson city, Nevada",3009,2887,228,294,74,216,303,70,216,328,423,121,347,343,384,625,401,752,750,2225,1424,1388,731,198,76,70,548
"G32040000","2019","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",111840,108467,74,209,1252,939,342,218,935,1524,1329,1892,2292,5235,3820,5249,4930,12156,12465,25421,15296,10314,1523,737,245,70,3373,"Las Vegas city, Nevada",5031,4772,124,199,516,489,178,242,546,620,792,693,888,1083,929,1322,1167,1798,1974,2411,2196,1772,730,499,288,116,970
"G32051800","2019","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",30686,29905,33,127,0,50,85,153,162,88,344,791,548,1254,822,1082,1046,2572,2244,9422,6749,2001,332,0,0,0,781,"North Las Vegas city, Nevada",2505,2442,53,208,216,83,147,167,263,113,314,429,363,521,506,459,618,665,809,1745,1443,819,343,216,216,216,484
"G32054600","2019","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",56825,55944,131,0,38,131,0,79,396,0,117,1053,1036,2191,2960,3604,4848,10010,6710,11536,7313,2492,611,493,0,195,881,"Paradise CDP, Nevada",3283,3198,217,216,62,126,216,95,370,216,147,483,442,795,985,896,1424,1851,1328,1805,1480,662,325,389,216,251,412
