GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AKRSE001,AKRSE002,AKRSE003,AKRSE004,AKRSE005,AKRSE006,AKRSE007,AKRSE008,AKRSE009,AKRSE010,AKRSE011,AKRSE012,AKRSE013,AKRSE014,AKRSE015,AKRSE016,AKRSE017,AKRSE018,AKRSE019,AKRSE020,AKRSE021,AKRSE022,AKRSE023,AKRSE024,AKRSE025,AKRSE026,AKRSE027,AKRSE028,AKRSE029,AKRSE030,AKRSE031,AKRSE032,AKRSE033,AKRSE034,AKRSE035,AKRSE036,AKRSE037,AKRSE038,AKRSE039,AKRSE040,AKRSE041,AKRSE042,AKRSE043,AKRSE044,AKRSE045,AKRSE046,AKRSE047,AKRSE048,AKRSE049,NAME_M,AKRSM001,AKRSM002,AKRSM003,AKRSM004,AKRSM005,AKRSM006,AKRSM007,AKRSM008,AKRSM009,AKRSM010,AKRSM011,AKRSM012,AKRSM013,AKRSM014,AKRSM015,AKRSM016,AKRSM017,AKRSM018,AKRSM019,AKRSM020,AKRSM021,AKRSM022,AKRSM023,AKRSM024,AKRSM025,AKRSM026,AKRSM027,AKRSM028,AKRSM029,AKRSM030,AKRSM031,AKRSM032,AKRSM033,AKRSM034,AKRSM035,AKRSM036,AKRSM037,AKRSM038,AKRSM039,AKRSM040,AKRSM041,AKRSM042,AKRSM043,AKRSM044,AKRSM045,AKRSM046,AKRSM047,AKRSM048,AKRSM049
"G2600930","2019","MI",,,"Michigan","26","Livingston County","093",,,,,,,,,,,,,,,,,,"05000US26093","Livingston County, Michigan",191995,95537,5195,4963,6354,4015,2304,1246,1094,3385,5333,5337,6471,4877,6305,7283,7165,4233,3947,2856,3551,3795,2861,2015,952,96458,4942,5595,5194,3756,1954,616,993,3584,5366,5361,5896,5345,6309,7850,7362,2910,5120,2337,4095,4491,3093,1960,2329,"Livingston County, Michigan",0,664,310,820,826,118,175,461,531,669,161,255,1009,947,236,195,937,864,589,645,741,651,436,459,345,664,359,681,681,217,83,323,431,574,527,294,844,775,169,415,748,703,851,543,739,611,476,493,508
"G2600990","2019","MI",,,"Michigan","26","Macomb County","099",,,,,,,,,,,,,,,,,,"05000US26099","Macomb County, Michigan",873972,425709,24723,24952,26487,16835,9592,4881,6512,14526,32560,28243,28587,22371,28802,29697,34200,12380,14345,9453,14135,17202,13021,6889,5316,448263,23396,23951,25403,16108,8359,5191,4639,16218,31758,27032,27429,25972,29275,32074,33478,12893,18794,10370,15179,21395,15930,9851,13568,"Macomb County, Michigan",0,619,476,2027,2043,340,381,1060,1338,1434,187,288,2048,2070,477,286,1935,1665,1308,1251,1455,1421,1256,983,874,619,284,1779,1878,353,184,1217,1143,1418,219,237,2317,2320,316,432,2079,1561,1929,1306,1610,1410,1349,1428,1504
"G2601030","2019","MI",,,"Michigan","26","Marquette County","103",,,,,,,,,,,,,,,,,,"05000US26103","Marquette County, Michigan",66699,33342,1634,2305,1456,914,1211,861,900,1788,1990,1822,2368,1705,1754,1872,2336,668,1495,1313,1229,1407,949,734,631,33357,1783,1387,1826,892,1399,451,1109,2242,1975,1836,2130,1351,1687,1725,2324,1045,1361,1155,1158,1547,1325,825,824,"Marquette County, Michigan",0,436,225,521,460,175,93,461,594,659,122,158,427,383,132,143,456,326,384,344,341,360,267,233,232,436,231,320,359,175,104,332,583,663,211,207,300,304,132,82,497,299,348,366,359,406,294,351,298
"G2601110","2019","MI",,,"Michigan","26","Midland County","111",,,,,,,,,,,,,,,,,,"05000US26111","Midland County, Michigan",83156,40885,2212,2711,2898,1562,995,304,426,1377,2655,2725,2664,2549,2415,2678,2779,1619,1368,1064,1368,1537,1087,956,936,42271,2292,1923,2916,1629,1191,348,596,1195,2431,2320,2839,2481,2846,2721,2798,1299,1925,1056,1160,2295,1745,1255,1010,"Midland County, Michigan",0,549,140,618,561,50,175,205,245,266,249,318,602,557,236,65,629,569,432,379,363,410,364,330,381,549,355,491,549,269,454,360,320,414,152,123,560,573,430,20,550,370,551,391,359,469,396,434,302
"G2601150","2019","MI",,,"Michigan","26","Monroe County","115",,,,,,,,,,,,,,,,,,"05000US26115","Monroe County, Michigan",150500,74125,4396,4270,4723,2682,1594,876,835,2614,4878,4329,4505,4504,4538,5122,6044,1803,3744,1998,2557,3549,1978,1698,888,76375,3798,4055,4800,2878,1510,873,1053,2480,4345,4108,4621,4043,5399,5210,5442,2245,3806,1788,3087,4073,2927,2178,1656,"Monroe County, Michigan",0,627,307,739,704,122,130,380,432,598,373,346,745,757,121,178,837,593,753,580,544,664,546,545,369,627,321,736,638,244,239,376,643,767,240,298,690,685,613,246,830,661,931,557,803,730,538,523,462
"G2601210","2019","MI",,,"Michigan","26","Muskegon County","121",,,,,,,,,,,,,,,,,,"05000US26121","Muskegon County, Michigan",173566,85384,4689,5910,5472,3496,2251,1073,1016,2960,6111,5779,5327,4846,5257,5360,6267,2314,3708,2464,2710,3315,1827,1924,1308,88182,5289,6786,4492,3124,2361,1107,824,3771,5114,5266,6322,3540,5418,5515,5564,2218,4628,2172,3111,4365,2442,2403,2350,"Muskegon County, Michigan",0,1042,708,805,852,606,596,519,365,730,786,802,1016,925,495,647,667,491,693,554,562,595,531,527,452,1042,732,958,886,598,650,571,503,808,578,466,798,847,753,584,859,567,848,662,656,803,598,551,583
"G2601250","2019","MI",,,"Michigan","26","Oakland County","125",,,,,,,,,,,,,,,,,,"05000US26125","Oakland County, Michigan",1257584,616667,34550,34259,39468,24515,14433,7170,6200,24528,45775,41400,41147,36853,41528,42679,44313,16979,25581,15715,17670,25838,16555,9570,9941,640917,32794,31644,39077,23573,13463,3999,7990,23725,41810,39489,41545,37290,43823,44918,49408,16875,27293,16750,20564,31861,21842,11985,19199,"Oakland County, Michigan",0,365,149,1856,1932,160,504,1340,1211,1736,100,84,2622,2602,255,314,2147,1632,1859,1562,1917,1898,1404,1194,1126,365,156,2144,2097,241,550,1018,1435,1565,255,206,2235,2225,205,231,1960,1654,1843,1822,1717,2038,1525,1253,1575
"G2601390","2019","MI",,,"Michigan","26","Ottawa County","139",,,,,,,,,,,,,,,,,,"05000US26139","Ottawa County, Michigan",291830,144460,8762,10567,9964,5786,5191,3669,3577,6721,9321,8698,9668,8345,8452,7596,9359,3643,4351,2875,4427,5209,3895,2343,2041,147370,8591,9718,9830,5959,6768,3626,3341,5890,8783,7663,10417,8339,7590,8454,9965,2849,4847,2939,5194,5694,3788,2744,4381,"Ottawa County, Michigan",0,836,239,1328,1310,440,579,1162,1414,1449,342,547,1176,1076,657,386,1082,789,950,586,812,802,755,676,526,836,473,1120,1099,331,692,1021,1199,1211,841,404,1173,1176,556,631,933,564,941,759,890,894,674,687,862
"G2601450","2019","MI",,,"Michigan","26","Saginaw County","145",,,,,,,,,,,,,,,,,,"05000US26145","Saginaw County, Michigan",190539,92707,5304,6288,5199,4031,2656,1575,766,3658,6957,5636,5768,4188,5713,5742,7151,2816,3097,1514,2998,5308,2711,1786,1845,97832,5640,5898,5263,3089,2400,1588,1248,3470,6279,5296,5149,5295,5889,6405,5916,3888,4127,2418,3166,5800,3411,3163,3034,"Saginaw County, Michigan",0,929,407,982,969,666,388,435,427,570,443,844,752,861,771,287,771,579,648,467,555,771,515,414,511,929,416,836,738,391,418,555,440,739,81,323,765,1054,402,458,697,784,756,649,880,865,756,631,647
"G2601470","2019","MI",,,"Michigan","26","St. Clair County","147",,,,,,,,,,,,,,,,,,"05000US26147","St. Clair County, Michigan",159128,79408,4015,4139,5348,3167,1908,1414,1786,1736,5010,4611,3822,4487,5473,5669,6267,2467,3877,2264,3170,3544,2725,1322,1187,79720,3767,3849,4745,3160,1729,1035,588,2838,4493,4098,4430,4417,5106,5830,6962,1930,3963,2374,3543,3619,3463,1354,2427,"St. Clair County, Michigan",0,898,352,657,702,336,248,418,451,467,437,577,548,651,359,143,757,536,788,473,520,509,492,345,489,898,268,715,720,321,330,362,287,577,354,224,731,699,237,246,701,438,649,517,770,824,573,440,508
"G2601550","2019","MI",,,"Michigan","26","Shiawassee County","155",,,,,,,,,,,,,,,,,,"05000US26155","Shiawassee County, Michigan",68122,33575,1737,1904,2204,1253,835,162,366,1400,2483,1826,2049,1777,2283,2316,2314,1017,1636,1516,717,1618,813,790,559,34547,1615,2018,1770,1679,836,481,55,1314,2015,1731,2088,1868,2057,2504,2397,961,2110,1118,1430,1429,944,1270,857,"Shiawassee County, Michigan",0,382,147,401,453,20,94,187,210,320,336,104,571,531,196,18,434,444,496,512,216,344,328,285,234,382,82,413,397,212,156,380,79,407,121,175,586,473,121,180,523,325,531,402,417,395,320,417,321
"G2601590","2019","MI",,,"Michigan","26","Van Buren County","159",,,,,,,,,,,,,,,,,,"05000US26159","Van Buren County, Michigan",75677,37886,2331,2314,2767,1500,1055,518,439,984,2216,2229,1856,2148,2316,2576,2872,1150,1760,1148,1239,2038,815,965,650,37791,2189,1893,3113,1300,598,79,595,1233,2172,2200,1934,2701,2275,2379,2528,1204,1778,860,1493,1868,1666,787,946,"Van Buren County, Michigan",0,712,289,479,586,277,367,271,298,445,362,310,619,604,382,418,604,488,556,437,355,392,289,308,314,712,325,440,482,271,115,126,328,531,445,396,522,638,187,211,595,358,613,320,388,388,524,262,371
"G2601610","2019","MI",,,"Michigan","26","Washtenaw County","161",,,,,,,,,,,,,,,,,,"05000US26161","Washtenaw County, Michigan",367601,182062,8936,9312,9888,5981,10045,6024,5458,12560,15323,11857,11263,11721,9171,10308,10639,3833,5762,3785,4901,6280,4007,2885,2123,185539,8628,7911,10603,6240,10569,5275,4861,12385,14090,11404,9880,11465,10367,10843,10380,5242,6125,4093,6566,6415,5753,3268,3176,"Washtenaw County, Michigan",0,321,4,1007,1007,168,926,1741,1535,2464,428,643,1425,1186,738,308,894,722,845,820,787,872,731,597,691,321,2,940,1015,412,700,1466,1172,2056,2,413,1111,1178,276,330,1141,958,1075,785,959,811,886,651,737
"G2601630","2019","MI",,,"Michigan","26","Wayne County","163",,,,,,,,,,,,,,,,,,"05000US26163","Wayne County, Michigan",1749343,842216,58736,55292,61202,35313,20474,10467,8940,34753,68416,56227,49826,47204,53047,54222,55618,22529,32164,17055,25583,31111,19892,12209,11936,907127,56035,55388,56199,34225,20263,11763,9947,32777,69640,59063,57399,49760,57874,57126,61044,22110,37664,19720,29237,40817,26338,18835,23903,"Wayne County, Michigan",0,332,339,2934,2937,89,4,2063,1675,2380,389,327,2944,2908,367,173,2780,2038,2561,1809,2057,2254,1750,1595,1343,332,351,2910,2910,186,481,2013,1582,2248,251,436,2750,2722,248,361,2761,1865,2666,1872,1934,2184,1807,1678,1899
"G2700030","2019","MN",,,"Minnesota","27","Anoka County","003",,,,,,,,,,,,,,,,,,"05000US27003","Anoka County, Minnesota",356921,177406,10701,10098,14224,7037,4348,2037,1999,5144,12391,12034,12652,12350,11830,11794,14239,5218,5517,3825,4513,6664,4456,2517,1818,179515,11479,9858,13536,7826,4217,2017,1512,5493,11112,12040,12745,11389,11091,12196,13721,4782,6564,3993,4448,7902,5667,2787,3140,"Anoka County, Minnesota",0,1040,810,1176,1174,348,490,667,648,818,583,779,1083,1283,458,550,1190,865,863,876,906,862,662,572,469,1040,860,1138,1150,422,502,761,597,895,705,240,1365,1319,545,294,1045,815,1061,749,821,893,816,641,743
"G2700130","2019","MN",,,"Minnesota","27","Blue Earth County","013",,,,,,,,,,,,,,,,,,"05000US27013","Blue Earth County, Minnesota",67653,33713,2013,2393,1509,1008,2234,1446,1035,2905,2403,2120,2040,1887,1466,1610,1386,843,1107,828,704,1068,755,642,311,33940,2274,1864,1509,904,2113,1469,1595,2171,2223,2055,2296,1283,1587,1755,1771,933,863,533,1052,1191,1117,875,507,"Blue Earth County, Minnesota",0,337,342,450,374,100,472,598,680,659,220,231,421,421,147,115,393,334,365,273,241,266,236,234,220,337,310,420,393,131,367,573,784,812,331,305,449,316,203,264,371,328,305,197,290,276,408,394,267
"G2700190","2019","MN",,,"Minnesota","27","Carver County","019",,,,,,,,,,,,,,,,,,"05000US27019","Carver County, Minnesota",105089,52130,3647,4137,3714,2782,1367,1045,588,1354,2477,3094,3425,3921,3674,3889,3372,1753,2094,987,1234,1456,1108,667,345,52959,3182,3417,4257,2567,1220,489,616,1532,2484,3344,4383,3475,3577,3989,3881,1089,2374,820,1397,1786,1164,1075,841,"Carver County, Minnesota",0,473,476,527,550,386,253,372,441,435,330,268,721,784,293,294,640,453,540,421,403,428,437,412,218,473,290,695,593,326,142,429,583,614,270,205,709,633,211,267,629,361,650,360,420,398,479,453,478
"G2700350","2019","MN",,,"Minnesota","27","Crow Wing County","035",,,,,,,,,,,,,,,,,,"05000US27035","Crow Wing County, Minnesota",65055,31760,1644,1862,2059,1274,407,544,232,858,1860,1697,1473,2207,1925,1848,2301,955,1605,1023,1675,1478,1258,816,759,33295,2015,2154,2101,1085,551,272,161,942,1775,1722,2057,1575,1693,2089,2109,1484,1542,1114,1405,1801,1544,1108,996,"Crow Wing County, Minnesota",0,336,45,383,339,119,310,451,225,413,138,70,401,462,318,35,331,274,307,274,296,285,227,223,268,336,411,419,429,28,42,205,172,227,138,164,392,387,161,312,369,441,402,268,326,300,398,441,360
"G2700370","2019","MN",,,"Minnesota","27","Dakota County","037",,,,,,,,,,,,,,,,,,"05000US27037","Dakota County, Minnesota",429021,211892,14280,14540,15658,9020,6108,2273,2441,7419,12869,13744,14943,14838,13652,13745,14010,6596,7821,4604,5496,7683,5290,2805,2057,217129,13113,13853,14759,8691,5050,1184,1462,8469,13258,14473,15909,13896,13660,13924,16097,6791,7330,4485,7142,9029,6450,3731,4373,"Dakota County, Minnesota",0,716,221,1534,1497,613,947,855,971,1052,657,369,1333,1289,759,753,1264,1039,1075,840,937,1165,647,563,502,716,2,1252,1285,613,652,459,530,763,217,91,1511,1751,758,631,1126,1057,1038,826,938,1044,809,720,810
"G2700530","2019","MN",,,"Minnesota","27","Hennepin County","053",,,,,,,,,,,,,,,,,,"05000US27053","Hennepin County, Minnesota",1265843,626889,40983,40632,36640,22219,14981,4992,9047,24316,55207,54984,49662,38880,37279,38096,41556,14971,21330,13331,17049,20214,13370,10221,6929,638954,39118,38282,36495,21653,14539,6954,6238,26356,52013,50964,47992,39286,37024,38142,40753,15058,25466,14771,18894,24434,17045,12312,15165,"Hennepin County, Minnesota",0,583,476,2630,2613,238,309,1211,1580,1698,385,500,2509,2497,202,278,2407,1578,1905,1422,1567,1524,1210,1243,1039,583,442,2425,2396,407,376,1362,1482,1793,206,107,2310,2291,400,399,2163,1673,1824,1588,1732,1888,1458,1421,1262
"G2701090","2019","MN",,,"Minnesota","27","Olmsted County","109",,,,,,,,,,,,,,,,,,"05000US27109","Olmsted County, Minnesota",158293,78220,6474,5721,4777,3810,1694,712,918,2348,5301,5667,4771,5415,4983,4854,4526,2381,2610,1620,2277,2880,1952,1361,1168,80073,5648,4762,4297,3202,1378,347,254,3705,6514,6654,4724,4222,4429,5239,5108,2217,3001,1487,3193,3353,2300,2055,1984,"Olmsted County, Minnesota",0,1229,1078,979,1217,679,373,436,371,918,466,430,758,812,802,580,654,527,486,468,479,622,358,426,384,1229,756,753,697,614,333,316,188,473,558,703,677,806,523,680,618,494,531,402,700,573,470,575,513
"G2701230","2019","MN",,,"Minnesota","27","Ramsey County","123",,,,,,,,,,,,,,,,,,"05000US27123","Ramsey County, Minnesota",550321,268749,19261,18466,17542,10100,7911,3497,3261,11033,23500,22433,21708,13471,15094,14409,16923,6391,8378,4360,7836,9649,5915,3713,3898,281572,18402,16852,17607,9724,8111,3991,3124,11414,23646,22421,19862,15314,14947,15127,17684,7432,9333,6318,8838,11067,7445,4924,7989,"Ramsey County, Minnesota",0,333,136,1613,1650,125,1031,928,916,1423,2,357,1649,1580,432,389,1468,1087,1254,905,850,1081,852,607,818,333,135,1765,1804,144,819,818,876,1160,264,240,1489,1482,157,92,1463,1107,1199,970,1094,1190,897,973,907
"G2701310","2019","MN",,,"Minnesota","27","Rice County","131",,,,,,,,,,,,,,,,,,"05000US27131","Rice County, Minnesota",66972,34505,2295,2015,1976,1152,1533,881,1133,1708,2087,1911,2340,2001,2148,2018,2320,861,1134,774,1083,1263,677,730,465,32467,2127,1999,1792,1182,1739,927,1050,1266,1865,1512,1571,1994,1655,2095,2171,803,1096,855,692,1563,928,985,600,"Rice County, Minnesota",0,448,607,542,407,185,225,343,291,469,398,200,554,518,255,257,433,291,371,262,290,355,258,307,239,448,205,375,431,274,394,317,445,464,494,66,370,525,118,296,446,276,314,245,265,328,341,400,243
"G2701370","2019","MN",,,"Minnesota","27","St. Louis County","137",,,,,,,,,,,,,,,,,,"05000US27137","St. Louis County, Minnesota",199070,99965,5356,5351,5398,3529,3239,1522,1482,5349,6022,6113,5747,6507,5482,5956,6045,3829,4364,2739,4031,5087,3695,1372,1750,99105,4796,4373,5819,2995,3322,1579,2097,5099,5456,5634,5855,5419,4883,5381,7160,3626,4360,2711,3769,5265,3882,2860,2764,"St. Louis County, Minnesota",0,531,381,634,713,143,243,566,480,808,396,399,905,817,288,350,729,607,702,499,596,618,479,355,438,531,338,677,651,117,164,563,980,1002,249,475,823,845,131,149,684,619,618,511,583,567,720,542,555
"G2701390","2019","MN",,,"Minnesota","27","Scott County","139",,,,,,,,,,,,,,,,,,"05000US27139","Scott County, Minnesota",149013,74163,5057,5123,6436,3569,2181,1016,283,2075,4472,4981,5707,5541,4958,5484,6253,1451,1981,1246,1555,1936,1135,591,1132,74850,4769,5829,6627,2946,1371,809,548,3180,4412,4738,5520,5618,5687,4878,4908,1401,2469,1092,1886,2523,883,1228,1528,"Scott County, Minnesota",0,1385,857,995,929,817,711,472,265,530,326,670,875,981,479,404,974,418,536,522,422,414,429,315,529,1385,757,1371,995,290,140,417,357,708,543,576,888,895,858,230,699,511,668,350,433,526,338,499,446
"G2701410","2019","MN",,,"Minnesota","27","Sherburne County","141",,,,,,,,,,,,,,,,,,"05000US27141","Sherburne County, Minnesota",97238,49690,3063,4192,3227,2669,1196,1034,429,1953,2879,3595,4149,2941,3659,3475,3880,599,1557,782,1366,1342,623,662,418,47548,3161,3358,3600,2133,1265,550,293,1373,3064,2982,3898,3038,3289,3334,3527,837,1718,680,1674,1350,1066,525,833,"Sherburne County, Minnesota",0,1178,201,866,744,390,175,571,365,733,280,324,863,759,252,173,598,400,600,373,435,381,271,240,208,1178,257,852,717,231,207,436,309,476,339,127,699,698,150,318,554,367,607,497,473,433,424,240,377
"G2701450","2019","MN",,,"Minnesota","27","Stearns County","145",,,,,,,,,,,,,,,,,,"05000US27145","Stearns County, Minnesota",161075,80894,5316,5230,5607,2940,3059,3091,1440,4426,4722,4176,4492,5879,3719,4452,4830,2897,2439,2421,1849,3237,1687,1586,1399,80181,4580,5221,5412,2999,4127,2237,1736,3481,4691,5324,4291,4329,3766,4268,5025,2430,2727,2002,2891,2244,3019,1907,1474,"Stearns County, Minnesota",0,744,358,846,877,373,221,1072,744,850,667,289,824,1209,116,287,624,952,517,809,523,515,408,403,459,744,371,1025,962,584,592,929,444,726,619,780,731,698,219,116,720,957,592,481,512,417,855,470,438
"G2701630","2019","MN",,,"Minnesota","27","Washington County","163",,,,,,,,,,,,,,,,,,"05000US27163","Washington County, Minnesota",262440,129785,7562,9687,9560,5784,2656,1455,1709,3860,7756,7709,8969,9244,8946,8587,9052,3985,5078,3248,2866,5207,3275,2299,1291,132655,6831,9689,8937,5507,2502,1084,1186,5137,6438,8248,9232,8993,7953,9698,9858,4173,5235,4423,3372,4494,4061,2882,2722,"Washington County, Minnesota",0,942,521,1198,1217,383,324,628,602,661,636,624,1108,1164,289,291,1084,728,881,650,632,669,677,651,570,942,415,1027,968,299,297,459,587,853,391,632,1156,1213,415,456,1176,856,727,852,697,789,821,690,722
"G2701710","2019","MN",,,"Minnesota","27","Wright County","171",,,,,,,,,,,,,,,,,,"05000US27171","Wright County, Minnesota",138377,70085,4959,5192,5305,4286,1721,646,556,2082,4133,4175,5690,4169,4723,4801,5206,1544,2154,1448,1559,2317,1589,1066,764,68292,4292,5490,6029,2993,1349,787,714,1849,3876,4196,4945,4657,4371,4398,4453,1586,2527,1488,1557,2358,1724,1247,1406,"Wright County, Minnesota",0,1107,565,834,720,644,324,312,467,531,515,271,1011,933,432,404,743,549,555,551,462,535,552,406,409,1107,330,974,844,179,145,606,636,658,425,232,963,1048,207,154,668,584,753,425,449,489,454,521,474
"G2800330","2019","MS",,,"Mississippi","28","DeSoto County","033",,,,,,,,,,,,,,,,,,"05000US28033","DeSoto County, Mississippi",184945,89341,5509,6341,7455,5019,2051,1813,1245,3059,6446,5326,6434,5445,6201,5886,5365,2196,3053,940,1849,3579,2543,1109,477,95604,6030,7109,5827,3604,2469,1535,1052,3060,5866,6584,7747,6513,6821,6148,6859,1869,2600,1768,2323,4202,2032,1311,2275,"DeSoto County, Mississippi",0,922,274,1209,1152,776,592,1078,708,817,469,924,1092,1160,312,202,949,685,721,422,565,627,644,433,329,922,224,952,984,760,697,635,676,892,204,322,1013,950,168,218,903,633,762,563,689,761,469,452,712
"G2800350","2019","MS",,,"Mississippi","28","Forrest County","035",,,,,,,,,,,,,,,,,,"05000US28035","Forrest County, Mississippi",74897,34650,1974,1602,3099,1076,1657,712,874,1968,2703,2324,2570,1596,2573,1624,1028,1266,1573,1085,662,1007,586,303,788,40247,2759,2178,3043,1142,939,1291,784,2609,3582,1926,2613,2438,2031,2438,2245,621,1572,1033,1092,1183,1499,279,950,"Forrest County, Mississippi",0,1257,861,752,752,590,682,736,622,823,754,944,691,515,612,437,408,532,540,405,369,495,334,243,359,1257,861,965,855,529,482,1121,474,911,1269,520,921,1000,553,804,699,320,617,534,478,367,638,163,429
"G2800470","2019","MS",,,"Mississippi","28","Harrison County","047",,,,,,,,,,,,,,,,,,"05000US28047","Harrison County, Mississippi",208080,101057,6768,5988,8436,3857,5673,1562,328,4269,6375,5432,5851,7178,6343,5584,6588,3050,3549,1622,3145,3920,1954,1735,1850,107023,6778,5203,8245,4061,3240,2511,855,3491,6832,7463,6665,6688,6877,6173,7916,2741,3682,2763,3263,4321,3815,1939,1501,"Harrison County, Mississippi",0,1148,472,1209,1267,671,1173,820,327,1087,971,686,1460,1506,940,282,1093,1060,955,577,781,715,561,500,769,1148,767,1247,1263,491,1051,1366,633,998,960,444,1280,1277,537,289,1247,817,935,933,865,1016,816,597,677
"G2800490","2019","MS",,,"Mississippi","28","Hinds County","049",,,,,,,,,,,,,,,,,,"05000US28049","Hinds County, Mississippi",231840,108273,7841,7694,8103,4675,3792,1526,1899,4740,8647,7135,6823,6077,5858,6055,7050,2122,4064,1688,3699,3756,3031,1075,923,123567,6989,6791,8411,4761,4047,2722,3032,3716,9298,8223,6073,8924,7412,7064,8588,2654,4921,2617,4183,4606,3783,2796,1956,"Hinds County, Mississippi",0,567,621,1176,1140,94,612,595,753,831,195,179,1155,1154,226,200,947,679,946,499,803,787,545,448,390,567,85,1129,1135,303,392,834,847,931,301,134,1189,1162,229,58,1012,761,905,622,827,752,756,699,570
"G2800590","2019","MS",,,"Mississippi","28","Jackson County","059",,,,,,,,,,,,,,,,,,"05000US28059","Jackson County, Mississippi",143617,69870,3295,4810,5252,3293,2306,720,1230,2056,4495,4324,5184,3215,4781,4825,4215,2547,2271,1960,1504,3113,2602,1324,548,73747,4450,4091,5404,2577,1600,423,416,2713,4463,4303,5121,5289,4986,4731,5045,2015,3029,2005,1513,4053,2393,924,2203,"Jackson County, Mississippi",0,861,489,1039,944,590,1074,574,755,906,642,746,1139,983,666,389,1081,940,783,645,554,848,697,644,384,861,665,1086,1094,458,631,368,307,747,879,748,1072,1396,1131,315,1099,762,899,667,589,809,797,407,752
"G2800670","2019","MS",,,"Mississippi","28","Jones County","067",,,,,,,,,,,,,,,,,,"05000US28067","Jones County, Mississippi",68098,33302,2680,2730,2282,1416,1315,234,412,1718,1440,2470,2008,2018,1147,2030,1896,598,1207,1636,423,1620,1086,603,333,34796,1735,2650,2469,1070,904,908,70,882,1783,3153,2411,1863,2178,1496,2320,525,1749,406,1564,1708,765,856,1331,"Jones County, Mississippi",0,788,417,1061,982,569,698,225,483,785,548,870,861,965,675,834,659,409,383,908,331,870,592,405,299,788,410,923,756,526,475,678,121,579,448,995,736,685,647,156,660,491,578,295,777,614,448,410,630
"G2800750","2019","MS",,,"Mississippi","28","Lauderdale County","075",,,,,,,,,,,,,,,,,,"05000US28075","Lauderdale County, Mississippi",74125,35869,2568,1952,3062,1076,597,316,317,1618,3475,1574,2364,2032,2705,2158,1942,636,1911,624,1365,1387,974,468,748,38256,2048,2517,2149,1889,1703,520,334,398,2541,2341,2685,1904,2271,2377,2334,1213,1683,1367,1068,1087,1234,1225,1368,"Lauderdale County, Mississippi",0,936,721,554,551,611,389,283,388,891,861,381,838,768,759,92,582,457,512,440,487,430,286,288,428,936,727,673,678,592,618,527,314,318,129,940,937,844,705,42,585,628,583,637,527,536,504,591,520
"G2800810","2019","MS",,,"Mississippi","28","Lee County","081",,,,,,,,,,,,,,,,,,"05000US28081","Lee County, Mississippi",85436,40444,2809,3168,2848,2016,985,239,1174,1691,2091,2545,1657,3729,2384,2642,3556,474,1014,461,1301,1169,1069,850,572,44992,2909,2027,4104,1426,978,736,1586,1151,2325,2285,3168,3562,2504,2833,2642,966,2266,827,1105,1905,1486,1168,1033,"Lee County, Mississippi",0,513,115,734,710,401,536,226,632,714,297,86,680,744,420,646,464,329,396,259,376,383,427,353,337,513,257,799,772,401,744,171,712,643,519,470,804,907,382,176,543,462,601,303,329,441,499,476,453
"G2800890","2019","MS",,,"Mississippi","28","Madison County","089",,,,,,,,,,,,,,,,,,"05000US28089","Madison County, Mississippi",106272,49593,2557,4203,3541,1975,1244,310,1434,1602,3140,3074,4654,3007,2933,2960,3531,1167,2035,999,1597,1780,1129,475,246,56679,3722,3594,4107,2584,614,495,1374,2259,3315,3607,4627,3570,3611,3561,4279,1036,2131,817,2131,2097,1189,440,1519,"Madison County, Mississippi",0,881,583,1135,1149,542,660,423,892,788,50,783,1115,1456,686,560,797,660,855,593,396,584,584,341,223,881,612,920,950,606,488,412,777,801,84,279,813,864,143,252,868,610,847,376,738,670,412,261,415
"G2801210","2019","MS",,,"Mississippi","28","Rankin County","121",,,,,,,,,,,,,,,,,,"05000US28121","Rankin County, Mississippi",155271,73833,4163,5440,4603,3082,1479,1698,579,2957,4428,6611,4838,5796,4016,4713,4443,1986,2487,1645,2158,2746,1151,2001,813,81438,5059,5698,4847,2559,1670,330,404,3555,5707,5691,6376,4965,5776,4882,3782,2478,3852,1956,3197,2749,2020,1237,2648,"Rankin County, Mississippi",0,942,719,1137,1097,595,377,735,495,865,555,1285,1220,1432,264,702,740,805,685,540,605,609,668,641,476,942,717,1151,1079,447,780,257,347,898,707,869,1370,1126,981,807,877,809,971,708,798,749,709,527,891
"G2900190","2019","MO",,,"Missouri","29","Boone County","019",,,,,,,,,,,,,,,,,,"05000US29019","Boone County, Missouri",180463,87477,5614,5540,5192,2758,4056,2431,4193,4683,7555,6735,6953,3527,4509,4276,5494,2080,1988,1258,1933,3182,1643,966,911,92986,4635,4811,5011,2907,5456,3315,3986,6470,7158,6348,5579,5227,4577,4572,5348,1397,3707,1659,1809,3696,2595,1017,1706,"Boone County, Missouri",0,938,814,1080,1057,504,624,1275,1317,1254,846,631,1137,1018,557,514,1055,707,842,421,530,567,422,378,372,938,732,1624,1465,766,1074,1202,1558,1762,727,848,1337,907,496,540,806,482,952,482,533,597,673,393,684
